岗位名称,公司名称,薪资范围,工作城市,经验要求,学历要求,公司性质,公司规模,公司行业,公司标签,职位描述
Customer Expert （MJ004213）,北京互联企信信息技术有限公司,5000-8000元,广州·天河·林和,经验不限,,外商独资,1000-9999人,软件/IT服务,已上市,"职位描述 Base in Financial High-tech Zone， FoshanRoles & Responsibilities: Routine: 1. By answering daily incoming calls from the users and business inquiries from Tourism platforms. 2. Understand the needs of customers, provide customers with correct consulting services and professional solutions. 3. Make necessary outgoing return calls for the problems that cannot be solved in time. 4. Update timely with new business knowledge to provide customers with quality professional service. General Security Responsibilities: Comply with the Information Security Policies and Procedures of TP. Ability to maintain excellent levels of confidentiality and data security standards. Additionally, adherence to company policies, code of conduct. Specific Security Responsibilities: Understand and Comply with Information Security Policies and Procedures, and report all security incidents. Protect the information entrusted to you. Comply with the Internet Code of Conduct and customer information and Data Security Policy. Comply with the Confidentiality Agreement. Requirements： 1. High school education or above, fluent in ENGLISH.2. Good at communicating with people, have a strong language expression and organization ability, be clear and articulate. 3. Good English skills4.Be able to work flexible hours."
Java高级开发工程师,广东艾佩克科技有限公司,1.5-2.5万,广州·黄埔·萝岗,5-10年,本科,民营,20-99人,农业,,职位描述 【岗位职责】1、负责公司核心业务系统的模块设计、开发与单元测试，确保代码的高可用、高性能与可扩展性；2、参与系统架构设计的迭代优化，按照SDD（规范驱动开发/设计文档驱动开发）流程输出高质量的技术设计文档；3、在AI辅助开发环境下，熟练使用IDEA，了解这Trae、qoder、cursor、等AI编程工具提升编码效率与代码质量；4、配合技术Leader完成技术难点攻关，主动识别开发过程中的风险与效率瓶颈，并推动改进方案落地；5、积极融入敏捷开发流程（Scrum/Kanban），参与需求评审、迭代计划及回顾会议，推动团队交付节奏。【技术要求】1、Java基础扎实：深入理解JVM原理（内存模型、垃圾回收、类加载机制）、多线程与并发、集合框架、网络编程；2、主流框架熟练：精通Spring Framework（Spring MVC、Spring Boot、Spring Cloud），有至少一个微服务项目实际落地经验；3、数据库能力：熟练使用MySQL/PostgreSQL，具备SQL优化、索引设计、分库分表等基本能力；了解NoSQL（Redis、Elasticsearch等）并能在恰当场景应用；4、中间件知识：熟悉消息队列（RocketMQ/Kafka/RabbitMQ）、缓存、任务调度等组件的使用与原理；5、懂AI环境下的开发（加分项）：1）熟悉使用AI编程助手（如GitHub Copilot、通义灵码、Codeium）进行代码生成、重构、单元测试生成；2）了解大模型（LLM）的基本API调用（如OpenAI、Qwen、DeepSeek），具备接入AI能力到业务系统中的初步实践；3）能够利用AI辅助完成代码解释、异常排查、文档生成等日常开发工作；6、懂SDD（规范驱动开发/设计文档驱动开发）：1）能按照模版撰写逻辑清晰的《技术设计说明书》（包含用例分析、时序图、接口定义、异常处理、数据模型等）；2）理解设计评审流程，能够依据规范约束自己的代码实现。【软实力与行为要求】1、具备敏捷意识：理解敏捷价值观，适应迭代节奏，乐于拥抱需求变化，能主动在站会/回顾中暴露问题并提出建议；2、主动性强：不等待任务分配，能自发发现代码、流程或合作中的改进点，并主动沟通、尝试解决；3、有推动意识：在遇到阻塞（如环境问题、跨团队协作延迟、需求不清）时，能主动拉群、约会议、寻求资源，推动问题闭环，而非仅做记录；4、良好的逻辑沟通能力：能清晰表达技术方案，并能倾听不同角色（产品、测试、运维）的诉求，找到折中解。【任职资格】1、本科及以上学历，计算机相关专业，5年以上Java后端开发经验（优秀者可放宽条件）；2、有至少一次完整的中大型项目从0到1或核心重构经验；3、熟悉Linux常用命令，具备基本的容器化知识（Docker/K8s）为加分项；4、有AI Agent、RAG或大模型应用开发经验者优先。【我们提供】AI与极客文化：鼓励全员使用AI工具提升开发效率，营造极客技术氛围，并提供相应的AI使用支持与资源；薪酬与工作模式：提供有竞争力的薪酬、灵活的工作安排，不强制加班，倡导高效完成工作，尊重个人时间；成长与资源支持：实行Owner制，只要你有能力、有意愿，我们会给予充分的资源支持，让你放手推动结果；大咖技术引领：由国家第一梯队专家教授团队提供直接指导，帮助你快速进阶，突破技术瓶颈。
saas大客户代表,广东小塔物联网科技有限公司,8000-16000元·13薪,广州·黄埔·联和,1-3年,大专,民营,100-299人,物联网,B轮,"职位描述 双休，双休双休，上班时间：周一周五8:30-12:00,13:30-18:00薪资：无责底薪+绩效+提成+奖金（综合月薪1.5W-3W）岗位职责：1、 负责重点跟进公司提供的客户资源，开拓新客户，维护老客户，完成销售目标；2、 根据公司制定的销售流程，严格执行；3、 依据公司规划制定总体销售目标，分解销售任务，拟定对应销售策略和销售计划；4、 负责销售合同的签订，并跟进订单交付情况；5、 协助公司市场调研与分析，收集客户意见、市场信息，为经营决策提供依据；6、 建立客户档案资料并及时更新，维护核心客户关系，处理客户投诉及突发事宜。任职要求：1、 年龄要求：25-30岁；2、 学历要求：大专以上；3、 具一年以上服饰行业信息化或服饰辅料经验优先；4、 具一年以上物联网RFID解决方案从业经验优先；5、 有良好的沟通能力和服务意识；6、事业心和学习能力强，能承受销售压力、有团队协作精神。晋升路径：1、 销售顾问—销售经理—销售总监—事业部总经理2、 销售顾问—销售合伙人—分子公司总经理"
高级智能体开发工程师,深圳市南电云商有限公司,1.4-2万,广州·黄埔·联和,3-5年,本科,民营,500-999人,软件/IT服务,,职位描述 【岗位内容】1、负责人工智能应用中大模型相关模块的开发工作，深入理解业务场景需求，参与智慧问数、多源异构数据融合识别、决策辅助、自动化流程等AI能力的需求分析，并参与模型选型、微调策略、推理优化及系统集成方案的设计。2、根据技术方案或产品需求，使用 Python 等语言开发基于大模型的Agent系统，包括工具调用（MCP）、记忆管理、多轮推理、自主规划等核心能力，并实现可编排、可监控的工作流引擎。3、对算法模块的质量与性能进行全面把控，设计并实施评估指标（如准确性、响应延迟、幻觉率等），编写自动化测试与压力测试脚本，负责 RAG 知识库检索、向量索引构建、上下文注入等关键链路的调试与优化，确保线上服务的高可用与低延迟。4、在系统研发过程中，分析并解决大模型部署（如 vLLM、TGI）、知识库更新一致性、Agent 决策稳定性、工作流状态管理等复杂技术问题，负责已上线 AI 服务的运维支持、效果追踪与持续迭代，推动算法能力在实际业务中的深度落地。 【岗位要求】 计算机相关专业本科及以上学历，具备扎实的编程基础与算法功底。3年以上相关工作经验。 精通Python开发，熟悉大模型生态（如LLaMA、GPT系列），有Agent系统开发经验优先。 掌握工具调用、记忆机制、RAG等智能体核心技术，了解vLLM、TGI等大模型部署框架。 具备系统性能优化与问题排查能力，能独立解决高并发、低延迟场景下的技术挑战。 拥有良好的业务理解能力与跨团队协作能力，能快速将业务需求转化为技术方案。
IPD流程,希美克（广州）实业有限公司,2-3万,广州·增城·中新,5-10年,本科,港澳台公司,1000-9999人,金属制品/机加工,,职位描述 岗位职责1、主导IPD/LTC流程体系的设计、优化与重构，提升端到端效率。2、领导流程变革项目落地，协调资源，管理风险。3、建立流程运营机制，通过数据分析推动持续改进。4、跨部门协同，解决流程瓶颈，推动流程文化落地。5、协同IT团队，推动流程线上化、自动化。任职要求1、统招本科及以上，8年以上经验，5年以上流程管理专精，有独立主导IPD/LTC变革成功案例。2、精通IPD/LTC方法论，熟悉流程全生命周期管理。3、具备系统性思维、卓越沟通影响力及项目管理能力。4、有华为等企业流程管理经验或PMP/PMT证书者优先。
OpenClaw 智能体开发与部署工程师,深圳益长软件有限公司,1.2-2万,广州·天河·员村,1-3年,大专,民营,20-99人,信息安全,,职位描述 招聘部门：技术部 招聘人数：3名 工作地点：[杭州、广州、深圳、南京] 汇报对象：技术总监 薪资范围：12-20K / 月（能力优秀可面议） 用工性质：全职 招聘紧急度：高 核心适配：网络安全 / 数据安全业务，搭建 OpenClaw 智能体技术底座，支撑等保测评、渗透测试自动化及行业解决方案交付。一、岗位核心定位 作为团队 AI 安全智能体技术核心，负责 OpenClaw 平台私有化部署、二次开发、安全技能插件开发，衔接渗透测评师、等保测评师的安全业务需求，将人工安全流程转化为智能体自动化能力，支撑客户 PoC 演示、私有化交付、合规自动化等全流程技术落地，是连接OpenClaw 技术与网络安全 / 数据安全业务的关键桥梁。二、岗位职责 负责 OpenClaw 智能体平台的私有化部署、Docker / 源码编译、Linux 环境适配，完成安全加固、权限隔离、日志审计、开机自启等配置，保障平台 7×24 稳定运行； 基于 OpenClaw 的 Skill / 插件体系，开发网络安全 / 数据安全自动化技能包，包括但不限于：漏洞扫描、弱口令检测、等保 2.0 自查、资产盘点、敏感数据发现、合规报表自动生成等； 对接大模型（本地 / 云端）、企业微信 / 钉钉 / 飞书及安全设备（SIEM/EDR/ 漏扫），实现安全自动化全流程闭环，编写相关接口文档、部署文档； 搭建客户 PoC 演示环境，完成私有化部署、调试适配、问题排查，配合售前团队进行技术演示和方案讲解； 与渗透测评师（CISP）、中级等保测评师协作，将人工渗透流程、等保测评 checklist 转化为 OpenClaw 可执行的自动化任务和工作流； 整理标准化的 OpenClaw 部署包、技能库、操作手册，完成团队内部技术培训，赋能非技术岗快速使用智能体基础功能； 负责 OpenClaw 平台的版本升级、故障排查、备份恢复，持续迭代安全自动化能力，适配行业客户的定制化需求。三、任职要求（一）硬性要求 大专及以上学历，计算机、网络安全、软件工程等相关专业，2 年及以上开发 / 系统部署经验； 精通 Linux（Ubuntu/Debian/CentOS）系统管理，熟练掌握 Shell 脚本、网络配置、权限管理、防火墙设置； 熟练使用 Docker+docker-compose，能独立完成镜像构建、容器编排、日志监控、持久化配置； 掌握 Node.js v22+、TypeScript、Git、pnpm/npm，具备工程化开发思维，能独立编写可复用代码； 能独立完成 OpenClaw 平台的源码编译 / Docker 部署、Gateway 配置、自定义 Skill 开发、大模型对接，理解其 ACL 协议、工具调用、持久化记忆核心机制； 了解网络安全基础原理，熟悉等保 2.0/3.0 测评标准、渗透测试基本流程，知晓 SIEM/EDR/ 漏扫 / 数据脱敏等安全产品的核心功能； 具备独立解决问题的能力，能排查复杂环境下的部署兼容、网络连接、权限配置等问题，有良好的故障排查思路。（二）软性要求 学习能力强，能快速跟进 OpenClaw 新版本、AI Agent 新技术及网络安全 / 数据安全新规范； 沟通协作良好，能与安全专家、售前团队清晰对接技术需求，准确理解客户痛点并转化为技术方案； 具备良好的工程规范，注重代码质量、文档完整性，能编写清晰的部署手册、操作指南、开发文档； 工作积极主动，有责任心，能配合项目进度完成紧急交付任务，具备一定的抗压能力。（三）加分项 有 AI Agent、LangChain、AutoGPT、RPA 等相关开发 / 部署经验； 开发过安全自动化工具、等保合规自查工具、数据安全治理相关程序； 持有 CISP、等保测评师、渗透测试工程师、网络安全工程师等相关证书； 有政企 / 金融 / 制造行业网络安全项目交付、PoC 实施经验； 熟悉 YAML 配置、工作流引擎，能快速搭建复杂的自动化任务流程。四、福利体系 基础福利：五险一金（按实际工资缴纳）、法定节假日、带薪年假（满 1 年 5 天，逐年递增）、带薪病假； 项目福利：项目奖金、餐补、交通补、加班补贴、项目落地庆功奖； 成长福利：年度技术培训预算、行业高端峰会 / 培训参会机会、内部技术分享沙龙、技能认证补贴； 其他福利：核心员工年度体检、弹性工作、节日福利、下午茶、团队建设、无打卡制度（完成工作即可）。
会员运营经理 (MJ002548),无限极（中国）有限公司,面议,广州·白云·三元里,5-10年,本科,外商独资,1000-9999人,生物/制药,优选雇主,职位描述 岗位职责:1. 会员运营策略规划及落地执行，包括但不限于用户分层、生命周期运营等2. 线上线下会员活动策划及运营支持3. 统筹会员数据、运营数字化工具的建设与优化4. 协同推进会员运营渠道赋能设计及案例萃取和推广任职要求:1. 学历本科及以上2. 5年以上会员/用户运营经验，有直销/健康行业或大型私域流量池（百万级会员）运营背景，成功搭建过会员成长体系（积分/等级/权益等），具备从0-1设计分层运营策略能力3. 熟悉会员生命周期管理，有高价值用户运营经验4. 全场景活动运营，擅长整合线上与线下场景，独立完成活动策划、资源协调、落地执行、数据复盘，能通过活动设计或利用活动抓手提升会员活跃度、复购率及转介绍率等。
系统架构师（AI智能体方向）,广东美电贝尔科技集团股份有限公司,2.5-4万·13薪,广州·天河·新塘,3-5年,本科,民营,500-999人,半导体/芯片,,职位描述 任职要求：【核心要求】一、传统后端系统架构能力1、3年以上企业级后端系统架构设计经验，主导过至少2个中大型分布式系统（用户规模1000+）的架构设计与落地；2、精通Java/Spring Boot微服务架构体系，熟悉Spring Cloud等服务治理框架，具备高可用、高并发系统设计经验；3、精通Python技术栈，熟悉Django/FastAPI等Web框架，具备前后端分离架构设计能力；4、熟悉主流中间件（Redis/RabbitMQ/Kafka）及关系型/NoSQL数据库选型与优化，具备数据架构设计能力；二、AI智能体架构能力1、精通大语言模型（LLM）应用架构设计，理解Transformer/GPT/BERT等模型原理，具备RAG/Agent/Multi-Agent系统架构设计能力；2、深度掌握LangChain、Dify、RAGFlow等Agent框架的技术原理与架构设计，能进行框架选型与二次架构；3、具备AI系统全链路架构能力：文档解析→向量化→检索→重排→生成→工具调用→多轮对话→多Agent协作；4、熟悉向量数据库（Milvus/OpenSearch/Chroma）架构选型与优化，有知识图谱（Neo4j/GraphDB）架构设计经验；5、了解vLLM/TensorRT-LLM等模型推理加速架构，有模型服务化（MaaS）架构设计经验；三、基础资质1、统招本科及以上学历，计算机科学、软件工程、人工智能等相关专业；2、5年以上软件研发经验，其中至少3年架构设计经验；3、具备优秀的系统性思维与复杂问题拆解能力，能从业务需求出发完成端到端技术方案设计。4、具备优秀的AI编程能力，能高效利用AI编程工具进行架构设计与代码开发；具备AI-Native架构思维，能在系统设计中合理融入AI能力。【优先条件】1、有安防/警务/司法等行业系统架构经验者优先；2、有国产化模型（通义千问/DeepSeek）架构设计与落地经验者优先；3、有AI中台类产品0-1架构经验者优先。4、具备物联网中台、视频平台等垂直领域系统架构经验者优先。 岗位职责： 1. 负责平台开发部整体技术架构规划与设计，制定技术路线和架构规范，推动技术架构持续演进； 2. 负责集团核心业务系统（物联网中台、视频分析平台、设备OTA等）的后端架构设计与技术攻关； 3. 负责AI智能体平台整体架构设计，包括RAG系统、Agent编排引擎、知识图谱、模型推理服务等核心模块的架构设计与落地； 4. 主导AI能力与传统业务系统的融合架构设计，推动各业务系统智能化升级； 5. 负责技术选型评审、架构评审及技术风险管控，确保系统可靠性与可扩展性； 6. 负责平台开发部团队建设与技术梯队培养，提升团队整体架构能力与交付质量； 7. 参与公司技术战略规划，为重大技术决策提供架构层面的专业建议。
BA需求分析（外企银行/粤语流利/英文简单沟通）,上海钦诚信息科技有限公司,1.2-1.4万,广州·天河·天河南,1-3年,大专,民营,1000-9999人,软件/IT服务,,"职位描述 业务：Wealth and Personal Banking（财富与个人银行业务），职责范围涵盖零售银行、财富管理、数字化开户、反欺诈、运营韧性等相关业务。具体的内容进组之后可能会有调整，但大致都在这些范围中。任职要求：需要有IT背景，熟悉敏捷，有ITBA工作经验，粤语流利，英文可以沟通；技能要求：Agile,Business Analysis。"
资深后端工程师,石家庄博瑞迪生物技术有限公司,1-1.8万·13薪,广州·番禺·新造,3-5年,本科,民营,100-299人,生物/制药,B轮,"职位描述 主要职责：1. 核心业务系统研发： 负责现有核心业务系统的后端需求迭代、性能优化及日常维护，确保系统高可用性与分布式架构的稳定。2. AI Agent 开发： 负责基于 LLM 的智能体应用后端开发，结合公司研发数字化与商业化运营场景（如内部效能工具、复杂任务自动化调度等），完成 RAG 检索、工具调用（Function Calling）与工作流编排。3. AI 基础设施建设： 负责大模型 API 的工程化接入、管理与调度，设计 Agent Context 引擎，构建高可用、低延迟的 AI 服务网关。4. 系统监控与调优： 建立 AI 调用的全链路 Traces 监控指标，持续优化 Agent 的响应速度、Token 成本以及检索准确率。任职要求：1. 后端能力： 统招本科及以上学历，具有3-5年扎实的后端开发经验。精通 Python，熟练掌握主流框架，具备复杂的企业级系统架构设计能力。2. AI 开发能力： 熟练使用 Python，熟悉 FastAPI/Flask，深入理解并具备大语言模型（LLM）的实际落地经验。3. Agent 核心技术： 深入理解 Agentic Workflow、RAG（检索增强生成）原理，有实际项目开发经验者优先。4. 数据库与运维： 熟练使用关系型数据库（MySQL/PostgreSQL），了解向量数据库的优先；熟悉 Docker/K8S 容器化部署。5. 软技能： 逻辑清晰，对 AI 技术有极强的热情和钻研精神，能够主动探索大模型如何解决实际业务痛点。加分项：- 具备前端框架开发经验，能独立完成 AI 产品全栈闭环。- 有过微调（Fine-tuning）或私有化大模型部署经验。【我们将为您提供】：1、工作时间：朝九晚六，五天工作制（双休）；2、社保公积金：入职五险一金、转正六险一金；3、薪酬：13薪+年终奖（根据公司当年营收情况）；4、公司根据国家规定提供法定节假日休假；5、员工年度体检；6、定期的公司培训,富有激励的晋升通道；7、拿到手软的节日福利，惊喜的生日礼品、缤纷多彩的公司团建...公司提倡轻松、活跃的工作氛围，更多的学习机会和晋升机会，热情欢迎新的伙伴加入！助推分子育种，造福现代农业！"
EIT/EEIT Line Supervisor ID192936,捷普科技(上海)有限公司,6000-9000元,广州·黄埔·云埔,1-3年,本科,外商独资,10000人以上,半导体/芯片,,"职位描述 Job Profile: Manufacturing ＞ Manufacturing Management9.1 Job Responsibilities9.1.1 Responsible for production site command and production status management, track production progress,and ensure that all production plans are completed on time;9.1.2 Coordinate human resources in combination with production, and promote the team to continuouslyimprove various performance indicators;9.1.3 Production efficiency improvement and optimization;9.1.4 Quality management, improve the quality level, ensure that all team members work according to thedocuments;9.1.5 Responsible for cost control, including but not limited to the control of personnel, working hours, auxiliarymaterials and scrap;9.1.6 Team personnel training and development, improve team morale, ensure that all operators are strictlytrained and certified;9.1.7 Cross-departmental and team communication and coordination;9.1.8 Production site management (5S,EHS,discipline etc.), maintain the work site 5S to meet the standardrequirements;9.1.9 Lean production and continuous improvement and innovation, identifying creative ways to reduce costs bystreamlining processes and systems;9.1.10 Provide digital solutions, on-site execution and process analysis;9.1.11 Staff care：Care about the life and work status of employees, timely solve the problems of employees,and promote team building.9.1.12 Perform other duties according to the instructions of manufacturing manager/production line managerand workshop manager, and obey other tasks assigned by superior supervisor;9.2 Job Content9.2工作内容9.2.1 Cross-departmental communication/coordination: work coordination with various departments, functionsand superiors and subordinates, problem feedback/reporting/abnormal follow-up, etc.; Secure all smoothinformation, coordinate resources, solve problems, promote team cooperation, achieve goals, improvework efficiency;9.2.2 Data analysis and optimization: Provide, analyze and improve production-related data, such as OLE/WIP/Scrap/Shop Supply/ working hour data sorting and analysis; To improve decision accuracy, reducecosts, optimize business processes, and ensure efficient operation of production processes;9.2.3 Information transfer and communication: Information transfer and communication with variousdepartments, functions and superiors and subordinates (such as morning and evening class meetings,training, etc.); In order to achieve sharing knowledge, exchanging ideas, coordinating action, solvingproblems, accurate flow of information, promoting cooperation and understanding, and achievingcommon goals;9.2.4 lean management and improvement: on-site inspection, find improvement opportunities, collect on-sitelean/DF and other related improvement comments/suggestions, process sorting, Lean/DF solutions areprovided to comprehensively improve production efficiency and cost effectiveness, promote excellenceand sustainable development;9.2.5 Shop floor management and optimization: shop floor execution and implementation management ofpeople/ materials /5S/EHS and other work, shop floor supervision, inspection and audit follow up andimprove the problems found, such as IPQA,5S, EHS, etc. Ensure efficient collaboration of workshoppeople, orderly flow of materials, strictly implement 5S and EHS standards, improve the overallproduction efficiency and safety level through supervision and inspection;9.2.6 People care/ team development: humanistic care (tea talk, staff communication, interview etc.), teambuilding ; To enhance employee satisfaction and sense of belonging, enhance team cohesion andcreativity, and jointly promote the sustainable/healthy development of the team;9.2.7 Performance management: tracking the achievement of various production and operation indicators andsolving abnormal problems; To improve production efficiency, optimize resource allocation andproduction achieve goals and drive employee growth;9.2.8 Self and team development: Establish a team of others at all levels, responsible for the identification andimplementation of staff training needs, supervise the development of staff skills/knowledge provideopportunities for professional development of team members; To ensure the construction of a solid talentechelon, team members have the required expertise and skills to meet production needs, businesschanges, to achieve the common growth of individual and team capabilities, to promote the developmentof the organization;9.2.9 Digitalization: Promote the implementation and implementation of digitalization; Ensure the digitalexecution and implementation of the jurisdiction, and use digital thinking to solve problems;9.2.10 Quality control: Supervise product quality testing, deal with quality problems in time, improve staff qualityawareness, and reduce the rate of defective products through continuous improvement; Ensure thatproduction processes meet quality standards and products meet customer needs;9.2.11 Document /JOS review and implementation (e.g. timely delivery and implementation of CAC KPI); Ensure that all members work according to the latest standards of documentation, the shop floorproduction is in line with the process, no IPQA problems, and the production is normal and efficient.9.2.12 Undertake and obey other work tasks assigned by superiors, Ensure quality, quantity and timelyCompletion."
电商客服外包BPO-销售经理,探迹科技,1.5-3万,广州·海珠·琶洲,3-5年,大专,民营,1000-9999人,人工智能,最佳雇主,职位描述 岗位职责：1、负责公司电商客服外包（BPO）业务的业务拓展及招商合作，主要开发国内传统电商及直播电商平台的企业商家。2、通过各平台筛选目标客户名单，建立电话销售流程，积极参与各类电商行业大会与潜在客户建立直接联系，转化会销资源。3、结合公司 “AI Agent智能客服+人工服务” 的特点和市场需求制定解决方案，对客进行解决方案讲解，推动公司项目成交，完成公司业绩目标。4、制定科学合理的商务运营管理流程，跟进项目签约全流程，保障项目平稳落地。任职要求：1、大专及以上学历，市场营销、商务管理或相关专业。2、至少3年商务拓展/销售开发的经验，有电商客服外包/电商客服代运营等业务销售经验。 3、具备优秀的商务谈判能力，擅于抓住客户需求。4、良好的职业操守和价值观，善于跨部门协作。
人工智能工程师,中信电讯(上海)科技有限公司,2-4万,广州·天河·天园,3-5年,硕士,外商独资,20人以下,通信/网络设备,,"职位描述 公司简介中信国际电讯集团有限公司是一家综合电讯企业, 总部设于香港。本集团在22个国家和地区设有分支机构，拥有超过2,400位员工，全球网络节点接近170个、业务覆盖达160个国家和地区，连接世界上600多家运营商，服务3,000多家跨国企业以及4万余家当地企业；在香港、澳门、珠海、成都等地拥有研发团队。本集团拥有多项ISO国际质量认证和网络安全认证，连续多年获得多家组织在员工关怀及环境等方面颁发的奖项及荣誉。中国中信集团有限公司为一家总部设于中国的大型综合性跨国企业集团，是本公司的最终控股公司。岗位职责：参与业务需求梳理与技术架构设计，主导AI解决方案的落地实施、接口定义及验收标准制定负责大模型优化与MCP/A2A架构实现，通过精细化数据处理与高性能编码，驱动企业级AI智能体落地负责构建与优化防幻觉技术体系相关关键组件、开发多智能体系统、跨境数据流通及智能体安全通讯等推动AI能力模块化与业务系统无缝对接，通过构建统一的技术底座，确保数据合规流动与核心模块的高效复用负责AI平台监控运维与算法性能调优，通过极致的稳定性与效率优化，驱动用户体验持续升级参与跨部门技术与项目落地，配合完成项目验收、成果转化及内部推广并提供技术文档与培训支持岗位要求：研究生及以上学历，计算机科学、软件工程、人工智能、数据科学、电子信息等相关专业具有3年以上AI应用开发、模型部署或系统集成相关经验，具备独立负责模块开发的能力持有主流云平台或AI专项认证，具备PMP/数据治理等行业资质，或在顶尖学术、竞赛、专利领域有深厚积累者优先精通 Linux/Unix系统环境、Python 编程及主流大模型框架（LangChain/Transformers 等），兼备多语言并发开发、复杂数据处理（ETL/SQL）及跨平台系统部署与监控调优能力优先考虑拥有电信、金融、制造或科技领域背景，并具备智能体在安全合规、智能运维或自动化决策等场景实操经验者具备良好的跨部门沟通与协作能力，能适应敏捷开发与快速迭代的工作节奏有团队管理或技术带教经验者优先具备中文书写与汇报能力，能流利阅读英文技术文献并参与基础会议交流；优先考虑兼具粤语沟通能力者"
企业重组咨询-日语必须-Staff-GZ,安永华明会计师事务所(特殊普通合伙)上海分所,面议,广州·天河·冼村,经验不限,本科,外商独资,1000-9999人,咨询服务,,"职位描述 Your key responsibilities:As TRS Consultant, you will help clients evaluate capital options, capture greater transaction value and achieve strategic objectives – whether they are buying or selling a distressed asset, restructuring a business or dealing with underperformance, or looking to improve cash management. Reviewing company’s financial status, preparing pre-liquidation forecast and prognosis of cash flow requirements. Preparing comprehensive financial reviews of company’s operations for the intention of securing investors, disposing and recovering of assets. Attending to legal proceedings, adjudicating of creditors' claims, investigating into antecedent transactions. Involved in day-to-day management of judicial management, receivership, agent for mortgagee-in possession, voluntary and compulsory liquidation engagement. Helping client in Corporate Risk Management.To qualify for the role you must have: Good professional audit experience, preferably with previous corporate restructuring exposure. Ability to travel approximately 50% of the time. Able to work under high pressure and adapt to a dynamic working environment. Excellent problem solving, facilitation and interpersonal skills. Excellent command of spoken and written Japanese, English and Chinese."
Business Product Owner（OneMES),卡尔蔡司光学（中国）有限公司,1.8-2.5万·13薪,广州·黄埔·九佛,5-10年,本科,外商独资,1000-9999人,医疗设备/器械/耗材,,"职位描述 Position SummaryAs a core member of the One-MES MASS project, the Business Product Owner works closely with manufacturing and IT functions to define end-to-end manufacturing processes, identify pain points, and drive process optimization. The role partners with global project teams to develop and implement a globally unified Manufacturing Execution System (MES) that directly addresses critical business challenges and supports the company’s digital transformation strategy.Responsibilities● Lead or support the implementation of digital manufacturing systems (e.g. MES, APS, TPM, ERP) from requirement collection through full system roll-out.● Collaborate with manufacturing, IT, and global project teams to analyze end-to-end processes, identify pain points, and design digital optimization solutions.● Support digital transformation project management, including schedule, scope, resources, cost, and change management.● Drive data integration across end-to-end manufacturing processes to enable data transparency and agile decision-making.● Contribute to the development and execution of factory and group-level digital strategies.● Collect and promote factory-level digital best practices across the organization and externally.● Support the planning and execution of digital-related forums, workshops, and knowledge-sharing activities.Qualifications:● Bachelor’s degree or above in Computer Science, Information Technology, or a related field.● Minimum 5 years of professional experience in the manufacturing industry with solid knowledge of manufacturing management processes.● Proven experience in production system development and cross-functional system or digital project management.● Strong technical background with programming skills in Java, C#, Python, or similar languages.● Solid project management capabilities and proficiency in Microsoft Office tools.● Business-fluent English, able to work in an international environment.● Strong sense of responsibility, accountability, and execution mindset.● Fast learner with the ability to adapt quickly to change.● Excellent organizational, communication, and coordination skills.● Structured, independent, and result-oriented working style."
Java开发,启迪万众数字技术(广州)有限公司,9000-12000元,广州·天河·新塘,3-5年,本科,民营,100-299人,通信运营商/电信增值服务,,"职位描述 岗位职责1。后端核心模块开发(Java/Spring)参与主智能体后台服务的架构设计与开发，基于 SpringBoot/SpringCloud实现高性能，高可用的API服务。负责与前端，数据库，中间件(Redis,RabbitMQ等)的集成与调优。2。智能体框架集成与应用在指导下，基于LangGraph,Dify,AutoGen等开源智能体框架，完成特定场景(如需求拆解，代码生成，测试用例编写)的智能体编排与调用。参与智能体技能模板的开发与调试，实现技能的可插拔与复用。3。流程编排与状态管理参与研发流程(IPD)的数字化建模，实现任务状态机，检查点保存与恢复。开发人工干预节点(如评审会签，驳回修改)的后台逻辑。4。工程化与运维支撑编写单元测试，接口文档，参与Docker容器化部署与CI/CD流水线维护。协助完成系统监控，日志采集，异常告警等运维能力的建设。 任职要求必备技能 1。扎实的Java后端基础 熟练掌握Java编程语言，3年以上SpringBoot/ SpringCloud开发经验。 熟悉MyBatis,JPA等ORM框架，熟练使用MySQL/ PostgreSQL，具备SQL调优能力。 了解Redis,RabbitMQ/Kafka等中间件，有实际项目集成经验。 2。基础的AI/智能体认知 了解大模型(LLM)的基本概念(如Transformer, Token，上下文窗口等)，熟悉主流模型API调用方式。 至少使用过一种开源智能体框架(如Dify, LangGraph,AutoGen,Coze,CrewAl等)，理解智能体编排，工具调用的基本概念。 对Prompt工程，RAG(检索增强生成)有基础理解。 3。工程化与版本管理 熟练使用Git,Maven/Gradle，熟悉Git Flow或 TrunkBased开发流程。 熟悉Docker基本操作，了解Kubernetes基本概念。 加分项 有过智能体框架二次开发或插件开发经验(如为Dify 立即沟通 加分项 有过智能体框架二次开发或插件开发经验(如为Dify添加自定义工具，为LangGraph编写自定义节点).?了解Python基础，能够阅读/调试开源智能体框架的 Python源码。 熟悉IPD，敏捷等研发流程，有DevOps平台(如 Jira,GitLabCI)使用经验。 了解向量数据库(Chroma,Milvus)或有RAG项目实践。"
