岗位名称,公司名称,薪资范围,工作地点,学历要求,经验要求,公司规模,公司行业,福利待遇,职位信息
AI产品Builder/Agent Engineer,厦门步步晴天进出...,15-30K,武汉,本科,1-3年,20-99人,电子商务,带薪年假,"央企正式员工岗来自位，公司自有员工 岗位职责： 1.负责系统功能开发、测boss试及代码审核及上线运维，确保系统的稳定性。 2.能够理解系统项目架构设计，根据业务需求和整体架构规范要求，输出相关设计⽂档。 3.负责系统性能调优及项⽬优化。 4.负责软件技术⽂档编写，技术沉淀与分享 5.根据业务需求和IT战略，负责制定和实现全局技术框架，负责产品应用架构/技术架构/数据架构的设计和优化，负责核心技术攻关，公⽤模块与核心模块的开发工作。 6.负责对接业务部门的需求沟通与问题处理，精准理解业务逻辑并转化为技术方案，协调分包供应商及外包团队完成开发任务，确保交付成果符合要求。 7.负责探索并推动 AI 辅助开发（AIGC for Code） 模式在团队内的落地，通过 AI 工具优化研发流程，提升复杂逻辑的实现效率与代码交付质量。 工作经历要求： 1年以上工作经验，全日制统招，本科及以上，计算机及相关专业； 2.熟练掌握HTML/CSS/JavaScript/ Typescript等前端技术，精通H5、JS，熟练应用React且有相关项目经验，对主流的前端框架有一定研究。 3.熟练掌握Java、IO、多线程、集合等基础扎实；熟练使用Spring MVC/Spring Boot(Spring cloud)等相关开源框架，理解底层原理和设计思路，有spring框架扩展开发经验。 4.熟悉MySQL等数据库，对事务、锁、索引有较深的理解，胜任数据结构设计和SQL调优；能进行高可用的数据存储方案；了解分布式系统和微服务架构，对CAP、BASE等理论有基本的认识。 5.具有深厚的专业技术基础，熟悉K8S、容器、微服务、服务网格、DevOps等专业技术能力,熟悉常用设计模式。 6.具备 AI-Native 开发思维，熟练掌握至少一种主流 AI 编程辅助工具（如 Cursor、GitHub Copilot、Claude Code 或 Cline 等）；能够利用大模型辅助进行架构选型、代码重构及性能调优；有提示词工程（Prompt Engineering）或 AI Agent 研发流程集成经验者优先。 7.具备跨部门沟通协调经验，能快速响应并解决业务系统问题和需求；熟悉分包协作模式，有供应商技术管理或外包团队统筹协调经验。 8.主导过千万级数据量的互联网项目架构，具备高并发、高性能分布式应用项目架构经验，有微服务相关的分布式架构和开发经验优先。 9.熟悉建筑行业业务领域，主导过大型建筑行业相关产品规划、需求分析或相关项目的实施经验背景者优先。"
具身智能-Agent算法工程师,中焙食品,18-25K,武汉,本科,5-10年,500-999人,食品/饮料/烟酒,高温补贴|全勤奖|底薪加提成|节假日加班费|保底工资|包住|加班补助|免费班车|意外险|年终奖|工龄奖|节日福利|带薪年假|团建聚餐|法定节假日三薪|员工旅游|生日福利|宿舍有空调|包吃|绩效奖金,一、岗位职责 1. 负责公司产品前后端全链路开发工作，基于 Java 技术来自栈完成后端服务架构设计、接口开发、业务逻辑实现，结合主流前端框架完成前端页面开发、交互优化，保障系统功能完整、运行稳定。 2. 负责AI相关模块开发与落地，包括 Agent智能体搭建、⼤模型微调、AI功能与业务系统的融合对接，基于 Python完成AI算法落地、模型调⽤与⼆次开发，实现 AI 能力在产品中的实际应用。 3. 熟练运⽤ AI 辅助开发工具与方法，熟悉AI辅助开发全流程，将AI技术融入日常研发工作，通过AI提升代码编写、问题排查、方案设计等环节的开发效率与质量。 4. 负责数据库设计与优化，完成数据表结构设计、SQL编写、索引优化，保障数据存储安全、查询高效，能根据业务需求进行数据库性能调优与问题排查。 5. 参与产品需求分析与技术方案制定，结合前后端开发、AI技术应用、数据库设计等全维度能力，提供合理的技术解决方案，把控开发进度与交付质量。 6. 独立解决开发过程中的前后端、AI 模型、数据库等各类技术问题，做好代码自测与优化，遵循规范的编码标准，完成相关技术文档的编写与维护。 7. 跟进前后端、AI 开发领域的前沿技术与框架迭代，将成熟的技术、方法应用到实际开发中，持续优化产品性能、提升团队整体研发效率。 8. 配合团队完成跨模块开发协作，参与代码审查、版本控制与项目迭代，保障团队研发流程顺畅，助力产品快速落地与持续迭代。 二、工作要求 1. 本科及以上学历，计算机科学与技术、软件工程、人工智能、信息工程等相关专业，5 年及以上全栈开发相关工作经验。 2. 后端技术：精通 Java 开发语言，熟练掌握 Spring、SpringBoot、MyBatis/Hibernate 等主流后端框架，熟悉 WebServices、RESTful 接口设计，具备分布式系统开发经验者优先。3. 前端技术：熟练掌握 Vue/React 其中至少一种主流前端框架，精通 HTML5、CSS3、JavaScript、Ajax 等基础技术，熟悉uni-app或同等跨端开发框架，了解小程序开发，能独立完成前端页面开发、交互逻辑实现与页面性能优化。 4. AI 开发技术：熟练掌握 Python 编程，具备 Agent 智能体搭建、大模型微调（基座模型微调、LoRA 微调等）实际开发经验，熟悉大模型调用、prompt 工程、RAG 技术者优先；了解主流 AI 框架与工具，能独立完成 AI 模块与业务系统的融合开发。 5.具备 AI 辅助开发实战能力，熟悉 AI 辅助开发全流程与各类工具，能灵活运用 AI 完成代码生成、调试、文档撰写、方案梳理等工作，通过 AI 有效提升日常研发效率。 6. 数据库技术：精通 MySQL/Oracle/SQL Server 其中至少一种数据库，具备优秀的数据库设计、SQL 编程与性能调优能力，熟悉 Redis 等缓存技术，了解数据库分库分表、读写分离等方案者优先。 7. 具备完整的项目开发经验，能独立承担从需求分析、技术方案设计到前后端开发、AI 模块融合、上线部署的全流程工作，有高并发、高可用系统开发经验者优先。 8. 具备良好的问题分析与解决能力，能独立排查并解决前后端、AI 模型、数据库等各类技术问题，有较强的自主研发与技术攻坚能力。 9. 遵循规范的编码习惯，具备良好的文档编写能力，能独立撰写技术方案、接口文档、开发文档等；善于沟通协作，有良好的团队合作意识，能快速融入团队开展工作。 10. 具备主动的技术学习能力，对前后端开发、AI 技术迭代保持高度关注，能快速掌握新技术、新框架并应用到实际工作中，抗压能力强，能按时完成项目开发交付任务。
Agent开发工程师,智行国际,15-25K·13薪,武汉,本科,3-5年,100-499人,计算机软件,五险一金|通讯补贴|定期体检|交通补助|年终奖|餐补|带薪年假|补充医疗保险,此岗位为公司内部自研项目，主要做对boss内的AI提效相关方向。 岗位来自职责： 1、参与AlAgent相关技术方向的架构设计与⼯程实现 ； 2、深⼊理解业务需求，持续优化AIAgent相关模块； 3、关注前沿Al技术发展，持续进⾏技术创新 4、进行数据处理及 AI 模型微调，优化 AI 产品效果，收集用户反馈并持续迭代优化； 5、完成上级安排的其他事项。 任职要求： 1、计算机科学、⼈工智能、数学等相关专业本科及以上学历 ，3年以上经验； 2、熟练掌握主流Agent构建平台，如LangChain、SpringAI、OpenClaw、Autogen等； 3、具备扎实的编程基础，熟悉Python/Java/Golang等至少一种编程语言； 4、了解大语言模型(LLM)的核心原理和应用方法； 5、熟悉Agent生态构建，如Memory、Skill、MCP、ComputerUse等 ； 6、具备良好的代码能力和工程实现能力，能够独立完成算法开发和优化。
Agent开发负责人,武汉冠英未来科技,13-25K,武汉,硕士,3-5年,20-99人,人工智能,餐补|节日福利|五险一金|带薪年假,【关于我们】 作为一家全球化的在线英语教育科技平台，我们为超过 5 万名boss学员与 3500+ 外教boss提供高质量的教学服务，业务与团队跨越中国、日本、菲律宾等多个国家与时区。目前，公司技术团队正处于“复杂系统微服务架构重构”与“AI 深度赋能业务”的双重关键期。我们正在寻找具备极强⼯程落地能⼒、能够独⽴攻坚的技术专家加入，共同打造支撑全球化业务的⾼可用技术底座。 【岗位职责】 1、负责Al Agent智能体的架构设计、核心模块开发与迭代优化，将Al Agent落地到业务场景。 2、基于大模型(LLM)实现工具调用、规划推理、记忆机制、多轮对话等Agent核心能力。 3、设计与实现RAG、 Function Calling、Workflow、多智能体协作等关键模块。 4、对接大模型API/私有化模型，进行Prompt工程、微调与效果优化。 5、负责智能体系统的稳定性、并发、响应速度、成本与效果评估与调优。 6、跟踪业界Agent技术演进，持续引入先进方案提升系统能力。 【任职要求】 1、统招本科及以上学历，计算机、软件、AI相关专业，2年以上AI Agent研发经验。 2、技术栈：精通Python语言，熟练掌握Agent，RAG技术；熟悉Langchain、 Langgraph、 Llamalndex框架。 3、 LangGraph实战：深刻理解LangGraph的核心概念，有处理复杂循环逻辑的实际项目经验。 4、 Prompt工程化：不只是写指令，能优化提示词让模型输出正确的内容。 5、 RAG深度理解：熟悉向量数据库(Milvus/ES 8/Pgvector/Qdrant)，能优化知识库的检索精度。 6、具备极强的 Owner 意识与自驱力，具备优秀的沟通协作与业务建模能力。
ai软件开发工程师,云端诚品,12-18K,武汉,本科,3-5年,500-999人,电子商务,生日福利|五险|团建聚餐|节日福利|员工旅游|带薪年假|底薪加提成|年终奖|零食下午茶|餐补,岗位职责 1、负责业务系统 接口/agent智能体 开boss发。 2、能够准确把握需求，独立进行开发和交付，提升所属模块用户体验。 3、参与需求分析和模块设计，承担并负责相应代码开发。 任职资格 1、5年以上Java、Web开发经验。 2、Java基础扎实，熟悉JVM内存管理、IO、多线程、MQ、缓存等基础知识； 3、掌握Spring、SpringBoot、SpringCloud等主流框架； 4、掌握Mysql关系型数据库，熟练使用Mybatis、MybatisPlus，redis、MongoDB、Es等。 5、具有良好的技术⽅案设计能⼒和设计⽅案文档编写能力； 6、了解常⽤的系统性能优化和高可用方案。有高并发/ 分布式/大数据相关项目经验者优先。 7、对前端开发有一定的经验（包括vue/小程序）。 8、熟悉Linux常见命令，能熟练地在Linux环境下部署及查找相关问题。 9、对AI开发有兴趣，能够通过dify搭建工作流，langchain/langchain4j等开发agent智能体。
AI Agent 工程师/自动化工程师,科信控股(湖北),10-15K,武汉,本科,3-5年,100-499人,电子商务,全勤奖|工龄奖|节假日加班费|底薪加提成|绩效奖金,"Purpose of Job The Principal Software Engineer will be a key individual contributor and technical lead responsible for the design and implementation of high-performance platform tools, such as BioFlow and BioAgent. This role focuses on building robust software engineering foundations and integrating AI/Agent capabilities to create intelligent, scalable digital solutions for the biopharmaceutical industry. Major Responsibilities System Design & Implementation: Lead the development of complex application systems based on Java, Core, and Python frameworks, ensuring high-quality Web APIs and microservices. AI Tooling Development: Design and build platform tools (e., BioFlow) that utilize AI Agents to automate workflows and enhance data-driven decision-making. Cross-Functional Synergy: Collaborate closely with Product Managers to translate requirements into technical specs, Front-end teams for seamless UI integration, and QA/Testing to maintain enterprise-grade reliability. Architecture Optimization: Maintain and optimize existing architectures to ensure system availability and scalability, adhering to modern performance and security standards. Technical Mentorship: Drive technology selection and project documentation while providing technical guidance to junior engineers on development best practices. Technology Exploration: Evaluate emerging technologies, particularly in the AI/Agent space, to deliver practical, innovative enhancements to the software stack. Qualification Experience: Bachelor’s degree or higher in Computer Science or a related field, with 8-10 years of experience in professional software development. Technical Proficiency: Strong command of Java, C#/ Core, or Python, with a solid foundation in data structures, algorithms, and multi-threaded programming. Software Engineering Excellence: Extensive experience in large-scale project lifecycles, including deep knowledge of object-oriented design and design patterns. Data & Middleware: Proficient in relational databases (PostgreSQL, MySQL, or SQL Server), SQL performance tuning, and cache technologies like Redis. Cloud & Infrastructure: Familiar with AWS, Azure, or Google Cloud, along with CI/CD principles, Docker containerization, and Kubernetes. Agile Collaboration: Proficient in Agile development processes and collaboration tools; must demonstrate excellent teamwork and interpersonal communication skills. AI Application: Practical understanding of integrating LLMs and Agent frameworks within a standard software engineering environment. Language Skills: Proficient English reading, writing, and speaking skills for effective global collaboration. 百济神州全球胜任力 当我们通过以下十二项全球胜任力，展来自现出 ""患者为先""、""⽆界协作""、""锐意创新 ""和 ""追求卓越 ""的价值观时，我们就能帮助全世界更多患者获得更多负担得起的药品。 ●团队协作 ●提供并征求坦诚及可⾏的反馈 ●⾃我认知 ●兼容并蓄 ●积极主动 ●开拓精神 ●持续学习 ●拥抱变化 ●结果导向 ●分析性思维/数据分析 ●卓越财务 ●清晰沟通 BeOne Global Competencies When we exhibit our values of Patients First, Collaborative Spirit, Bold Ingenuity and Driving Excellence, through our twelve global competencies below, we help get more affordable medicines to more patients around the world. ●Fosters Teamwork ●Provides and Solicits Honest and Actionable Feedback ●Self-Awareness ●Acts Inclusively ●Demonstrates Initiative ●Entrepreneurial Mindset ●Continuous Learning ●Embraces Change ●Results-Oriented ●Analytical Thinking/Data Analysis ●Financial Excellence ●Communicates with Clarity 求职者隐私申明： 百济神州致力于尊重和保护您的个人信息权利，并承诺依据合法、正当、必要和诚信的原则处理您的个⼈信息（包括个人敏感信息 ）。 由于百济神州在全球范围内开展业务，我们可能需要基于人力资源管理等合理业务目的而将您的个人信息发送和/或存储在位于您所在国家以外其他国家（例如：美国）的服务器和数据库中，详情参见百济神州《求职者隐私政策》（百济神州官网 - 隐私政策 - 求职者隐私政策）。 如您主动向我们提供您的简历信息或其他个人信息，则视为您已经充分理解并确认接受百济神州《求职者隐私政策》内容。如您对此有任何疑问的，请勿提交简历信息或其他个人信息。 BeOne is committed to respect and protect your personal information rights, and will process your personal information, including your sensitive personal information, based on the principles of legality, legitimacy, necessity, and integrity. Due to the reasonable business need for human resource management as a result of BeOne’s global operation, your personal information may be transferred and/ or stored in a server/database located in a third country (e., the United States) other than your own country. For further details, please refer to BeOne Job Applicant Privacy Policy (BeOne official website - Privacy Policy - Job Applicant Privacy Policy). If you voluntarily provide your resume or other personal information to us, it is deemed as you have thoroughly acknowledged and accepted BeOne Job Applicant Privacy Policy. If you have any concern, please DO NOT submit your resume or any other personal information."
AI赋能与效率提升工程师,东风汽车集团股份...,14-26K·13薪,武汉,本科,5-10年,10000人以上,汽车研发/制造,,岗位概boss述： 负责将大模型能力与公司具体业务场景相结合，设计并来自实现高可用、可扩展、安全可控的⼤模型应⽤解决⽅案，驱动产品智能化升级与创新。 岗位职责： 1. 应用架构设计：设计基于大模型的应⽤系统架构，包括但不限于智能问答、内容生成、数据分析、智能体（Agent）等，确保系统的性能、稳定性与可维护性。 2. 工程化落地：主导大模型服务（含开源与商用API）的集成、部署、运维和优化，构建高效的推理服务、提示工程与精调流水线。 3. 场景创新与赋能：深入业务部门，挖掘高价值应用场景，主导从概念验证（POC）到规模化上线的全过程，为业务提供技术赋能。 4. 工具链与平台建设：参与或主导构建内部大模型应用开发工具链、评测平台及运营监控系统，提升团队研发效率。 5. 安全与合规：确保应用层的数据安全、隐私保护及内容合规，实施有效的风险缓解策略。 任职要求： 1. 学历与经验：计算机相关专业本科及以上学历，3年以上后端／算法工程开发经验，其中至少2年专注于AI产品或服务开发，并有成功的大模型应用落地项目经验。 2. 硬技能： 精通Python／Go／Java等至少一门后端语言，具备优秀的系统设计和高并发服务开发能力。 熟悉云计算（AWS／Azure／GCP或国内云厂商）、容器化（Docker／K8s）及微服务架构。 深入理解大模型应用技术栈，如LangChain、LlamaIndex、向量数据库、RAG、Agent框架等。 熟悉至少一种主流大模型API（如OpenAI、Claude、国内主流模型）或开源模型（如LLaMA系列）的深度使用与部署。 3. 软技能：强烈的产品意识和业务敏感度；出色的跨部门沟通与项目推动能力；能够快速学习并整合新技术解决实际问题。 加分项： 1.有构建高流量、面向用户的AI产品（如对话机器人、Copilot、AIGC工具）的经验。 2. 熟悉大模型应用层的性能优化、成本控制与体验提升。 3. 具备一定的全栈开发能力或前端交互设计理解。
Agent算法组长/专家,光庭,35-45K,武汉,本科,3-5年,1000-9999人,计算机软件,交通补助|带薪年假|餐补|股票期权|定期体检|加班补助|零食下午茶|节日福利|五险一金|免费班车|专业培训|员工旅游,"职来自位描述： 1.音频数据预处来自理与清洗：负责大规模音频数据的清洗与标准化处理，包括降噪、去混boss响、语音活动检测（VAD）、⾳频格式归⼀化及⾳量平衡，确保入库数据的高质量。 2.精细化ASR转录与对齐：构建和优化⾃动语音识别（ASR）流程，实现对音频内容的高精度转录，产出字级别（Character-level）及音素级别（Phoneme-level）的时间戳与细粒度标注。 3.音频相似性算法研发：设计和实现用于比对音乐/音频文件相似性的算法和系统；负责音频信号的特征提取、模式识别以及相似度量算法的研究和优化（基于原需求）。 4.语音交互Agent搭建：基于 LLM + ASR + TTS 技术栈，设计并开发语音智能体agent；负责构建Agent的记忆模块、规划能力及工具调用（Tool Use）逻辑，实现流畅的语音多轮交互。 5.数据资产建设：负责构建高质量的音频训练数据集，制定数据标注规范，并协同标注团队提升数据的准确性与覆盖度。 职位要求： 1.学历背景：硕士及以上学历，计算机科学、软件工程、人工智能、信号处理或相关专业。 2.信号处理基础：对音频信号处理（DSP）有深入理解，熟悉频域分析、滤波、特征提取（MFCC, Mel-spectrogram等）技术。 3与对齐技术：熟悉主流ASR框架（如Kaldi, WeNet, ESPnet, Whisper等）；精通强制对齐工具（如 Montreal Forced Aligner (MFA)）或具备相关算法开发经验，能够处理字/音素级别的细粒度对齐任务；熟悉音素系统（如IPA, CMU Dict）及字音转换（G2P）算法者优先。 4.大模型与Agent能力：熟悉大语言模型（LLM）原理，理解 Transformer 架构，有 Prompt Engineering 及 RAG 开发经验；具备 Agent 开发经验，熟悉主流 Agent 框架（如 LangChain, AutoGPT, Semantic Kernel 等），有实际的 Chatbot 或语音助手开发项目经验。 5.编程与工具： 熟练掌握 Python 或 C++ 编程语言；熟练使用音频处理工具与库（如 FFmpeg, SoX, Librosa, PyDub 等）；熟悉 PyTorch 或 TensorFlow 等深度学习框架。 6.项目经验：有声音合成（TTS）、语音识别（ASR）、音频指纹/相似度检索或自然语言处理（NLP）方面实际项目经验者优先。 7.综合素质：具备优秀的问题解决能力，能够独立开展研究，并在复杂的技术挑战面前展现出创新思维。 用这个"
大模型算法（agent/nlp/AI）,合肥某大型智能语音及人工智能技术上市公司,25-50K,武汉,本科,3-5年,10000人以上,互联网,带薪年假|补充医疗保险|五险一金|节日福利|餐补|零食下午茶|定期体检|免费班车|员工旅游|股票期权|通讯补贴|交通补助|年终奖,工作周boss期：长期来自兼职 每周工期：5天及以上 工作时间：不限 工作时段：⼯作⽇ 结算⽅式：月结 招聘截止时间：2026-12-31 【岗位职责】 拒绝螺丝钉：直接参与企业级 AI 智能体（Agent）的构建，负责 Prompt 调优、⼯作流编排（LangChain）和后端接口开发。 实战为王：基于真实业务场景，解决大模型幻觉问题，优化 RAG 检索准确率。 技术狂热：跟踪 GitHub 最新开源项目，将 Paper 里的 Idea 快速工程化落地。 【任职要求】 代码洁癖：精通 Python，熟悉 FastAPI/Flask，写过高并发接口。 模型玩家：熟悉 OpenAI/Claude/DeepSeek API，手搓过完整的 Demo 应用。 结果导向：我们不看大厂光环，不考八股文。我们只看你的代码能不能跑通业务闭环。
ai软件开发工程师,腾亚科技,8-13K,武汉,本科,5-10年,100-499人,智能硬件,五险一金|零食下午茶|团建聚餐|绩效奖金|补充医疗保险|生日福利|节日福利|包住|全勤奖|住房补贴|宿舍有空调|全勤带薪假|年终奖,岗位职责： 1、负责AI Agent的架构boss设计、开发与迭代，涵盖意图理boss解、任务规划、工具调用、记忆管理、多模态交互等核心模块。 2、探索并应用⼤语⾔模型（LLM）、强化学习（RL）、知识图谱等技术，提升Agent的推理能⼒与场景适应性。 3、研究RAG（检索增强生成）、AutoGPT、ReAct等Agent框架，优化任务分解与执行效率。 4、与算法团队合作，将深度学习模型（如NLP、CV）集成到Agent系统中，实现端到端的智能交互。 5、设计并开发Agent的评估体系，通过AB测试、⽤户反馈持续优化系统性能。 6、关注行业动态（如LangChain、AutoGen等开源项目），推动技术创新与落地。 任职要求： 1、计算机科学、人工智能、数学或相关专业本科及以上学历。 2、精通Python，熟悉至少一个深度学习框架（如PyTorch、TensorFlow）深入理解AI Agent技术栈（如LLM调用、工具增强、记忆机制、多Agent协作）。 3、具备自然语言处理（NLP）经验，熟悉BERT、GPT等模型的应用与调优。 4、熟悉分布式系统设计，了解高并发、低延迟场景下的工程优化。 5、3年以上AI相关开发经验，至少1个AI Agent或对话系统（如Chatbot）落地项目。有LLM应用开发经验，熟悉OpenAI、Claude、Llama等模型的API或微调。 6、强烈的技术热情，能快速学习并解决复杂问题。 良好的沟通能力，能与算法、产品团队高效协作。
软件测试（AI Native）,中科联云科技,6-9K,武汉,本科,5-10年,20-99人,企业服务,股票期权|带薪年假|节日福利|年终奖|全勤奖|定期体检|员工旅游|五险一金|住房补贴|零食下午茶|加班补助,全栈AI Agentboss开发岗 岗位来自职责 1. 负来自责AI Agent前后端全栈开发，搭建对话、任务调度与管理后台整套系统。 2. 基于LangChain等框架设计开发Agent核心能力：任务规划、工具调用、记忆管理、自主反思。 3. 对接大模型API，做Prompt工程、RAG检索增强、函数调用逻辑开发。 4. 设计数据库与缓存架构，实现高并发服务接口与第三方系统对接。 5. 负责服务容器化部署、性能优化、问题排查与版本迭代。 任职要求 1. 精通全栈技术：前端React/Vue + 后端Java/Python/Go。 2. 熟悉微服务、Docker、MySQL、Redis、接口设计与工程化开发。 3. 懂大模型应用开发，熟悉LangChain、RAG、向量数据库基本使用。 4. 掌握AI Agent常规架构：任务拆解、工具编排、上下文记忆、多轮对话。 5. 能独立从0到1完成Agent全栈功能开发，有落地项目经验优先。 6. 具备良好架构思维、自学能力与跨团队协作能力。
高级ai工程师(AI Agent 方向）,Moatable,15-30K·14薪,武汉,本科,3-5年,500-999人,互联网,带薪年假|五险一金|绩效奖金|定期体检|股票期权|团建聚餐,"岗位职责 1. 负责公司核心业务系统的后端架构设计与代码开发，主导技术难boss题攻关，推动来自系统架构持续优化 2. 利用 AI 辅助编程工具接管高重复性的后端开发⼯作（如 CRUD 接口、实体类映射、基础校验逻辑），将核⼼精⼒聚焦于复杂业务建模与高并发架构设计。 3. 作为AI增强开发模式的实施者，推动团队开发模式转型 4. 承担已有系统及新建系统的高效后端开发，利⽤AI提升开发与测试效率，敏捷交付高质量代码 5. 适应""高并发、快迭代""的业务节奏 任职要求 1. 6-8年以上Java开发经验，有互联网产品实际项目经验，精通Java，熟悉JVM原理，具备性能调优能力 2. 熟练掌握Spring Boot、Spring Cloud等全家桶技术 对以下场景有深入实践经验： 认证授权与安全架构：熟悉OAuth2、JWT、SSO等方案，有完整的身份认证和权限体系设计经验 高并发系统设计与优化 分布式系统一致性：熟悉分布式事务、数据一致性保障方案 高可用架构设计：掌握熔断、降级、限流等可靠性设计模式 大数据量处理与存储优化 3. AI工具熟练度（硬性要求）： 具备良好的AI工具日常使用习惯与Prompt撰写能力 对AI辅助研发模式有基本认知，能够理解底层数据流转逻辑 不畏惧技术边界，能与""AI赋能型开发团队""保持极高的沟通效率 熟练使用Claude Code、OpenClaw等AI编程工具 善于将AI作为""主力编码者""，自己负责任务拆分、代码审核与验证 4. 精益敏捷与协同交付： 适应创新业务""高并发、快迭代""节奏，推崇精益开发 能以结构化方式（如脑图、流程图）进行技术方案设计 具备产品思维，能精准理解业务需求，与产品经理高效沟通 能与AI辅助编程的前端/测试团队无缝衔接、同频对话 5. 极客精神与抗压能力： 拒绝教条主义和重度流程依赖 具备极强的拥抱变化能力、自驱力和执行力 能在资源紧凑、极度敏捷模式下，抗住压力拿到业务结果 加分项 有AI Agent二次开发或定制经验 在技术社区分享过AI辅助开发实践"
Java研发工程师（AI产品方向）,奇策数智科技,15-25K,武汉,本科,5-10年,20-99人,计算机软件,有无线网|工龄奖|年终奖|定期体检|带薪年假|五险一金|绩效奖金,岗位职责： 1. boss负责项目及研发全流程各类文档的编写与规整。 2. 参与系统分析设计、方案评审，提供专业意见。 3. 调研行业新技术，评估其落地可⾏性并输出结论。 4. 开展有效技术分享，推动内部技术经验沉淀。 岗位要求 1. 全⽇制本科及以上学历，计算机科学与技术、软件⼯程等相关专业。 2年以上后端开发经验，熟练掌握Java开发语言，精通springcloud、netty、docker等技术。 3. 扎实掌握Java基础（多线程、集合等），了解JVM原理，有调优经验，具备一定底层架构能⼒。开发中注重数据与业务性能。 4. 熟练运用各类中间件（关系型 / 非关系型数据库、kafka、mqtt 等）及 tcp 开发，理解其原理与适用场景，能在车联网场景中针对各类设备进行对接。 5. 具备较强学习能力，能适配前沿技术变化，具备良好文档意识。 6. 优先：熟悉 AI 应用开发（如 AI 工作流编排、RAG 技术、多 Agent 开发等）
Agent工程师,湖北之道在线教育公司,25-35K·13薪,武汉,本科,3-5年,10000人以上,培训/辅导机构,,一、岗位职责 1.负责智能Agent（任务型/对话型/多智能体协作系统）全生命周期开发，实现目标规划、任务拆解、工具调⽤、记忆管理（短期上下⽂/长期向量数据库）等核⼼逻辑； 2.基于LLM搭建具备推理、规划、执行能力的Agent应⽤，完成Agent与大模型、外部API、数据库、第三方服务的集成对接； 3.优化Agent系统性能，提升响应速度、任务完成率与交互体验，设计测试体系完成功能/性能/稳定性测试，迭代优化决策逻辑与容错能力； 4.运用Prompt Engineering、思维链（CoT）、RAG、MCP等技术，结合私有知识库实现精准问答与任务执行； 5.基于Python/Java等技术栈搭建服务架构，开发接口、集成AI能力组件，打通AI中台与业务系统的对接链路。 二、任职资格 1.本科及以上学历，计算机、软件工程、AI相关专业，1–2年及以上相关开发经验； 2.熟练掌握Python/Java后端语言，有扎实的工程与接口开发能力； 3.熟悉主流大模型API（GPT、DeepSeek、Claude等），有实际落地项目； 4.具备AI Agent开发经验：理解规划、记忆、工具调用、反思机制，有完整Agent上线经验优先； 5.了解RAG、向量数据库、函数调用、工作流编排，有LangChain等框架经验优先； 6.有房地产/资产评估任一领域业务理解或项目经验者优先。
大模型数据工程师（武汉）,开放传神,20-25K,武汉,本科,3-5年,20-99人,人工智能,五险一金|带薪年假|保底工资|落户指标|节日福利|有无线网|补充医疗保险|底薪加提成|年终奖|股票期权|绩效奖金|免费工装|团建聚餐,"岗位职责 1. 基于大语言模型（LLM）研发来自医疗场景智能 Agent（任务解析 / 规划 / 工具调用 / 长短期上下⽂管理 / 医学知识融合）。 2. 构建⾼鲁棒性的医疗智能体执⾏链路，确保执行稳定性、安全性与可控性。 3. 设计医疗工具体系：病历解析、规则审核、临床数据查询、知识库检索、结构化模型接口等。 4. 构建多 Agent 协作（质控 Agent、审核 Agent、临床辅助 Agent 等）任务分解与调度机制。 5. 跟踪并医疗化落地最新 Agent / RAG / 多步推理 / 规划技术。 6. 与医学、产品、后端团队协同，将智能体能⼒集成至实际医院/系统场景。 7. 基于 AI 辅助编程工具提升编码效率与代码质量，推动 AI Native 工程实践。 任职要求 1. 本科及以上学历，计算机/软件/AI 等相关专业，3 年以上软件或 AI 研发经验（优秀者放宽） 2. 精通 TypeScript / Python 中至少一种，能独立构建后端服务或 Agent Runtime 3. 熟悉 LLM 核心机制：Prompt Engineering、Embedding、RAG、Tool Calling、微调、长上下文、对齐（DPO/GRPO）等。 4. 扎实的深度学习基础：熟悉 CNN / RNN / Transformer / Bert、注意力机制、预训练/微调、训练稳定性;熟练 PyTorch / TensorFlow; 能理解训练日志、显存优化、数据 pipeline;能阅读并改写基础模型代码者优先 5. 具备垂直领域模型训练或强化学习（RL）成功经验者优先 6. 具备丰富的 AI 辅助编程经验：- Cursor / Claude Code深度用户,主要使用AI工具而非人工编写代码、重构、测试生成、文档自动化 我们提供 - 参与构建下一代医疗智能体平台 - 完整医学数据体系与医学团队支持 - 接触顶尖 LLM、医疗 RAG、Agent 技术 - 高自由度探索空间 - 扁平沟通、高效执行"
