岗位名称,公司名称,薪资范围,工作城市,经验要求,学历要求,公司性质,公司规模,公司行业,公司标签,职位描述
Business Development Manager,欧展国际货运（上海）有限公司,8000-10000元,杭州·上城·彭埠,1-3年,大专,外商独资,1000-9999人,货运物流,,职位描述 1、根据公司制定的销售目标，开展销售工作，开发空运海运铁路自有客业务，在领导的带领下负责销售区域内销售活动的策划和执行，完成销售任务，并能独立处理和解决所负责的任务；2、维护现有客户，建立完善的客户资料；3、在公司规定的账期内，负责客户应收账款；4、定期回访客户，收集客户反馈意见、投诉等信息，提高服务质量；任职要求：1、专科及以上学历，本行业从业经验2年以上，有一定货源者优先考虑；2、具备一定的英语读写能力，能自主地处理国外邮件；3、热爱销售行业，具备良好的团队合作精神、沟通能力及人际关系；性格外向、反应敏捷、表达能力强，具有亲和力；4、具有强烈的工作责任心，能承受较大的工作压力；5、熟悉空运、海运、铁路进出口，操作流程。
python开发,软通动力信息技术(集团)股份有限公司,1.2-1.5万,杭州·滨江·长河,3-5年,本科,上市公司,10000人以上,软件/IT服务,最佳雇主,
Java开发（双休）,外企德科,1.5-3万,杭州·滨江·长河,3-5年,本科,合资,1000-9999人,人力资源,,职位描述 团队介绍CCO技术团队是公司客户体验与服务的核心技术支撑力量，致力于通过AI技术重塑客户服务体验。团队聚焦于智能客服系统的建设与持续演进，涵盖对话引擎、意图识别、知识库管理、智能工单、服务质检等核心能力模块，同时积极探索大模型时代下的AI Agent、RAG（检索增强生成）等前沿技术在客服场景的深度落地。我们追求用技术驱动服务效率与用户体验的双重提升。 岗位职责 智能客服系统开发与维护 — 负责智能客服平台核心模块的设计、开发和迭代，包括但不限于多轮对话管理、意图识别与分发、知识库检索、工单流转、坐席辅助等功能。 AI能力建设与场景落地 — 参与AI Agent框架的设计与开发，结合RAG、Embedding等技术构建高质量的知识检索与问答系统；探索并落地大语言模型（LLM）在客服场景中的应用，包括智能摘要、情感分析、智能质检、自动化应答等。 数据与消息中间件建设 — 负责基于消息队列（如RocketMQ、Kafka等）的异步架构设计与开发，保障系统在高并发场景下的稳定性、可靠性和实时性。 平台架构优化 — 参与微服务架构的持续演进，优化系统性能与可扩展性；推动技术选型、方案评审和代码质量提升。 跨团队协同 — 与算法团队、产品团队、运营团队紧密配合，将业务需求转化为可落地的技术方案，推动项目高质量交付。 任职要求 [基础技术能力] 本科及以上学历，计算机相关专业优先，3-5年Java后端开发经验。 扎实的Java基础，熟练掌握Spring Boot、Spring Cloud、Spring MVC等主流框架，具备微服务架构设计与实践经验。 熟悉至少一种消息中间件（RocketMQ / Kafka / RabbitMQ），了解消息可靠性投递、顺序消息、延迟消息等核心机制，有高并发消息处理经验者优先。 熟悉MySQL、Redis等常用存储组件，具备SQL调优和缓存策略设计能力。 熟悉Linux操作系统，具备良好的问题排查和性能调优能力。 [AI与智能化能力] 了解大语言模型（LLM）的基本原理与应用范式，有实际调用或集成LLM API的经验。 了解RAG（Retrieval-Augmented Generation）技术架构，有向量数据库（如Milvus、Elasticsearch KNN、Pinecone等）的使用经验。 了解Embedding技术的原理及应用场景，能够进行文本向量化处理与相似度检索。 有AI Agent开发经验者优先，包括但不限于Agent编排、工具调用（Function Calling）、多Agent协同等。 [软性素质] 良好的沟通协作能力，能够有效进行跨团队技术对接。 具备较强的自驱力和学习能力，对AI新技术保持持续关注和热情。 责任心强，具备良好的代码规范意识和工程质量意识。 [加分项] 有智能客服、对话系统、NLP平台等相关领域的项目经验。 有Prompt Engineering实践经验，熟悉思维链（CoT）、少样本提示（Few-shot）等技术。 有向量数据库性能调优或大规模知识库建设经验。 熟悉LangChain、LlamaIndex、Dify、FastGPT等AI应用开发框架或平台。 参与过开源社区贡献，或有技术博客、技术分享经验。 有客服领域业务理解，了解服务SLA、工单生命周期、质检体系等业务概念。
golang开发（包三餐）,科锐尔人力资源服务(苏州)有限公司,1.5-2万,杭州·余杭·仓前,3-5年,本科,上市公司,1000-9999人,咨询服务,优选雇主,
创意技术,邦道科技有限公司,1-2万·15薪,杭州·西湖·古荡,经验不限,,上市公司,1000-9999人,产业互联网平台,已上市,"职位描述 base地点无锡/杭州可收应届生：专业要求“数字媒体艺术、数字媒体技术、软件工程（数字娱乐/虚拟现实方向）、计算机科学与技术（图形图像方向）蹲、动画（三维动画/特效方向）、视觉传达设计（交互设计/新媒体方向）岗位职责：1、基于ComfyUI搭建并持续迭代自研AIGC素材生产工作流，提升广告素材创作效率。2、结合每日投放数据（CTR、CVR、消耗等）与人工素材评分，分析优质素材特征，训练/微调图像或视频生成模型，提升素材质量与跑量能力3、建立素材效果跟踪机制，与优化师团队协同分析数据，快速定位问题并迭代模型策略。4、收集并分析竞品动态，社会热点、主流媒体（抖音、快手、微信广告等）的素材玩法，提炼素材创意方向，并转化为可落地的AIGC工作流参数或模板。5、保持对AIGC领域（如Stable Diffusion、LLM Agent、视频生成模型）的敏锐度，引入新工具/方法优化现有流程6、联动技术团队，构建素材创作、优化、投放、数据复盘的全流程闭环管理，提升跨业务团队协同效率。"" 岗位要求：1、具备扎实的编程基础，可独立完成AIGC工作流部署、Python批量渲染脚本开发、自动化工具编写。2、对ComfyUI有基础要求，可独立完成模型训练、调试、迭代及问题排查工作，熟悉Stable Diffusion等主流生成模型。3、了解机器学习基础，有模型微调（如DreamBooth、LoRA）或生成质量评估经验，能基于投放数据做归因分析。4、对AI技术、广告创意具备高度敏感度，善于捕捉行业发展趋势及热点动态，具备较强的自主学习能力与创新意识。5、具备扎实的提示词工程实战能力，擅长通过精细化调优提升AIGC生成质量与可控性。6、具备良好的逻辑思维能力与数据敏感度，可从投放数据中提炼素材优化方向，推动素材质量与投放转化效果双向提升。7、熟练主流AI产品和软件，对平面视觉、动态视觉、文案等各种素材元素有判断优劣的标准。"
工业智能算法工程师(J11385),华峰集团,1.7-3万·14薪,杭州·上城·四季青,5-10年,本科,民营,10000人以上,石油/石化,优选雇主,职位描述 岗位职责: 1、数据治理与特征工程：面向过程、质量、设备、能耗等多源工业数据，建立标准化数据处理流程，完成时间戳对齐、数据清洗、异常处理、时滞分析、特征构建与数据质量校验，为建模提供高质量数据基础。 2、工业建模与诊断预测：构建并迭代时序预测、降维分析、多变量建模、异常检测、故障诊断、软测量等模型；开展质量溯源/因果溯源，定位关键影响因子，将分析结论转化为可执行的优化建议。 3：优化闭环与工程化交付:：主导参数寻优、工艺窗口/工况识别等优化任务，完成模型的服务化部署与平台集成，建立准确率、漂移、时延、成本等监控体系，支撑线上稳定运行与持续迭代。 4：大模型智能体搭建与系统集成:：基于RAG、NL2SQL、Agent、Dify等技术搭建贯穿数据采集、分析、溯源、报告生成的一体化智能体工作流，完成与数据库、工业平台、协同系统（如飞书）的集成与持续优化。 5、跨部门协同与技术沉淀：与工艺、生产、设备、IT等团队紧密协作，推动现场验证与规模化推广；沉淀可复用组件、工具链与方法论，赋能团队技术提升。 6、完成领导交办的其它事项。 任职要求: 1、本科及以上学历，计算机、自动化、控制等相关专业； 2、具备3年以上工业算法或数智化项目经验，化工行业优先考虑;; 3、技术能力（至少满足以下任一方向）： 1）工业数智化方向：熟练掌握Python及Pandas/Scikit-learn/PyTorch等工具，能独立完成工业数据清洗、特征工程、时序分析、回归分类、异常检测等建模任务；有工艺建模、设备健康管理、因果溯源等项目落地经验者优先； 2）大模型应用方向：具备RAG、NL2SQL、Agent、Dify、LangChain等至少两项真实落地经验，熟悉模型服务化部署、链路追踪与效果优化，具备后端集成能力； 3）算法研究方向：在机器学习/深度学习/优化领域基础扎实，能解决小样本、非平稳、强噪声等工业难题；有高水平论文或专利，并具备工程化落地能力； 3、具备出色的跨团队协作能力与结构化问题解决能力，良好的沟通表达与文档撰写能力。 工作地点：温州/杭州/上海
商密高级主管,三花控股,2-3万·15薪,杭州·钱塘·白杨,3-5年,本科,民营,10000人以上,电气机械/电力设备,最佳雇主,职位描述 岗位职责1.定期对公司内部数据处理活动进行安全审计，包括数据收集、存储、传输、使用、共享和销毁等全生命周期环节，识别潜在的数据安全风险和漏洞。2.编制详细的数据安全审计报告，清晰阐述审计发现的问题、风险等级以及整改建议；跟踪审计问题的整改落实情况，确保问题得到及时有效的解决3.制定和完善公司数据安全管理制度、流程和规范，为数据安全策略的制定提供审计视角的建议和依据。4.组织数据安全相关的培训活动，向员工普及数据安全知识和合规要求，提高全员的数据安全意识。5.对涉密人员履行保密职责进行指导监督，开展保密核查和数据安全合规检查，提出整改意并督促落实。6.对核心涉密人员定期进行专案审计、离职审计等，对投诉、举报涉及的商密违规事件进行调查。任职要求1.年龄：26-40周岁2.学历：计算机专业、信息安全、法律、审计专业等相关本科及以上专业3.知识：拥有CISA、CISP-DSG等相关安全认证优先4.经验：具有3年以上审计、内部合规审计、信息安全审计等相关工作5.素质能力：具有高度的责任心和保密意识，对工作保持严谨认真的态度，严格遵守保密规定
Business Development Manager　Hydrogen Liquefication Unit,河南中科清能科技有限公司,1.5-2.5万,杭州·余杭·五常,5-10年,本科,国企,100-299人,氢能,A轮,"职位描述 Responsibilities:1. Responsible for the development and expansion of international business markets, especially the Middle East , Central Asia, North Africa , South America.2. Identify right prospects, define customer needs and propose appropriate commercial strategy to win the projects; follow up closely with the customer and maintain relationship with them to understand the progress on customer project.3. Be responsible for project development, do a good job in project preliminary analysis and project evaluation, and follow up to get the project smoothly.4. Coordinate the operation of the whole process of the project, including: sorting, contact, negotiation, coordination, contract signing, project follow-up, etc.5. Responsible for discussing project information with relevant parties and formulating annual project work plan.6. Responsible for regional annual mission objectives.Conditions of employment:1. Bachelor degree or above, major in science and engineering is preferred, more than five years of new energy overseas market industry experience, large-scale photovoltaic wind power project development successful case experience is preferred.2. Have strong pressure resistance, can accept periodic high-load work, and accept more than 8 months of business travel every year.3. Strong ability of business negotiation, market development and project development.4. Be familiar with hydrogen energy market and understand the development trend of hydrogen energy industry.5. Familiar with overseas new energy business development process, have certain overseas resources fluent in English, Arabic and other small languages are preferred.6. Good communication skills, customer public relations ability and market development ability.岗位职责：1.负责氢液化产品开发，拓展国际业务市场，尤其是中东, 中亚，北非，南美2. 识别合适的潜在客户，界定客户需求，并提出相应的商业策略以赢得项目；密切跟进客户并与他们保持联系，以了解客户项目进展情况3. 负责氢液化项目开发，做好项目初步分析、项目评估，跟进顺利拿到项目4. 统筹氢液化项目全流程操作，包括：梳选、接洽、谈判、协调、合同签订、项目跟进等5. 负责与相关方研讨项目信息，制定年度项目工作计划6. 对区域年度任务目标负责任职条件：1. 本科及以上学历，理工科专业优先，五年以上新能源海外市场行业经验，有大规模光伏风电项目开发成功案例经验者优先2. 具备较强的抗压能力，能接受阶段性的高负荷工作，接受每年8个月以上的出差3. 较强的商务谈判，市场拓展、项目开发能力4. 熟悉氢能源市场，了解氢能源行业发展动态5. 熟悉海外新能源业务开发流程，有一定海外资源英语流利，阿拉伯语等小语种优先。6. 具备良好的沟通表达能力、客户公关能力及市场开拓能力"
时空与海洋大模型高级技术专家-杜震洪团队(J10238),浙江大学杭州国际科创中心,2-4万,杭州·萧山·宁围,3-5年,硕士,事业单位,500-999人,学术/科研,,职位描述 岗位职责: 1. 负责大语言模型技术生态的搭建与优化，包括模型架构设计、参数调整等，以提升模型性能和效率。 2. 主导语料制备工作，包括语料的收集、清洗、标注和管理，确保语料的质量和多样性，为模型训练提供有力支持。 3. 深度参与Agent训练过程，运用先进的训练算法和策略，提升Agent的智能水平和任务完成能力。 4. 构建和优化Agent网络架构，实现Agent之间的高效协同和信息共享，提高系统的整体性能和可扩展性。 5. 跟踪和研究大语言模型领域的前沿技术，探索新技术在团队产品中的应用场景，推动技术创新和产品升级。 6. 与团队成员紧密合作，包括研究人员、工程师、产品经理等，共同攻克技术难题，确保项目按时完成。 任职要求: 1. 计算机科学、人工智能、机器学习等相关专业硕士及以上学历。 2. 拥有3年及以上大语言模型相关领域工作经验，具备扎实的大语言模型理论基础和实践经验。 3. 熟悉主流的大语言模型架构（如Transformer等），并对语料制备、Agent训练、Agent网络等有深入的理解和实践经验。 4. 熟练使用常见的机器学习框架（如TensorFlow、PyTorch等），具备良好的编程能力（如Python等）。 5. 具备良好的团队协作能力和沟通能力，能够与不同背景的团队成员进行有效的合作。 6. 具有较强的学习能力和创新精神，能够快速掌握新技术，并将其应用到实际工作中。 7. 具备良好的问题解决能力，能够在复杂的情况下迅速找到问题的关键，并提出有效的解决方案。
scrm产品经理,郑州诺云网络科技有限公司,1.2-1.8万,杭州·余杭·余杭街道,3-5年,本科,民营,100-299人,软件/IT服务,,职位描述 岗位职责1. 负责 SCRM（社交化客户关系管理）产品线的需求调研、功能规划与产品设计，覆盖客户管理、用户分层、标签体系、营销自动化、互动触达等核心模块。2. 深入理解业务场景，撰写高质量的 PRD、流程图、原型文档，清晰传递产品意图，推动研发高效落地。3. 结合直播平台生态，设计围绕私域用户生命周期的运营工具，包括粉丝管理、会员体系、营销活动、裂变传播等功能模块。4. 建立产品数据看板，追踪关键指标（如用户留存、活跃度、转化率等），通过数据洞察持续优化产品体验与业务效果。5. 与运营、销售、客户成功团队保持密切协作，收集一线客户反馈，对齐业务目标，确保产品满足真实市场需求。6. 持续关注 SCRM、私域营销赛道的产品动态与行业趋势，输出竞品分析报告，为产品方向提供参考依据。任职要求基本条件1. 统招本科及以上学历，计算机、产品、市场营销、信息管理等相关专业优先；2. 3年以上SCRM、CRM、私域营销工具或 SaaS 产品经理工作经验；3. 具备扎实的产品思维，善于从用户视角发现问题、定义问题并给出解决方案；4. 熟练使用 Axure、Figma、Processon 等原型/流程图工具；5. 具备良好的沟通表达能力与跨部门协作能力；6. 有较强的自驱力，能在快节奏环境中独立推进项目。加分项 1.有 AI 相关项目经验：曾参与或主导过 AI 智能客服、AI 营销、智能推荐、大模型应用等方向的产品设计；2.善用 AI 工具提效：能够灵活运用 ChatGPT、Claude、Copilot、Notion AI、Midjourney 等 AI 工具辅助需求分析、文档撰写、原型设计或数据分析，显著提升工作效率；3.有直播平台、短视频、内容电商等相关行业产品经验；4.熟悉企业微信生态（企微 SCRM、小程序、公众号等）开发与运营逻辑；5. 有 B 端 SaaS 产品从 0 到 1 的完整经历。公司福利体系：1、具有业内竞争力和吸引力薪酬体系；2、体制健全的晋升渠道，一起成长，共同发展；3、高级写字楼，办公环境优越；4、福利体系：周末双休、五险一金、下午茶、带薪年假、节日福利、部门团建、结婚生育福利等。5、上班时间：9:00-18:30 午休1.5小时6、具体位置：菜鸟智谷二期B1-605，地铁是5号线金星站F口这一幢
海外产品经理,杭州今元标矩科技有限公司宁波分公司,1.5-1.8万,杭州·萧山·盈丰,1-3年,本科,民营,1000-9999人,产业互联网平台,C轮,职位描述 岗位职责： 1.负责海外人力资源相关数字化产品的前后台产品设计，从需求调研、产品规划、设计到上线后的持续优化，确保产品满足市场需求和用户期望。 2.运用产品经理方法论，深度挖掘用户需求，进行竞品分析，制定产品策略，推动产品迭代升级，提升产品竞争力。 3.与研发、设计、运营、销售等跨部门团队紧密合作，高效沟通协调，确保产品按时高质量交付。 4.基于交互思维和商业思维，优化产品交互体验，探索新的商业机会和盈利模式，提升产品的商业价值。 收集和分析产品数据，通过数据驱动决策，不断优化产品功能和性能，提升用户活跃度和留存率。 任职要求： 1.英语或计算机专业本科及以上学历，或有海外留学经历；具备流利的英语听说读写能力，能够与国际团队顺畅交流。 2.掌握基本的产品经理方法论，熟练使用主流的产品经理工具。 3.具备较强的逻辑思维和问题拆解能力，能够清晰地梳理业务流程，分析问题并提出有效的解决方案。 4.拥有一定的抗压能力，能够在快节奏、高强度的互联网工作环境中高效工作，应对各种挑战。 5.学习能力强，对新技术、新趋势保持敏锐的洞察力，能够快速学习和应用新知识到产品工作中。 6.善于沟通，具备良好的团队协作精神和跨部门沟通协调能力，能够有效地与不同背景的人员合作。 7.具有很强的交互思维和商业思维，对产品的用户体验和商业价值有深刻的理解和追求。 加分项： 1. 做过海外、财务、人力资源、移动办公等相关互联网产品 2.大学时有较为丰富的社团和学生会经验，有过竞赛奖项
AI产品研发架构师,上海英方软件股份有限公司,2.5-5万·14薪,杭州·西湖·灵隐,经验不限,本科,上市公司,500-999人,信息安全,已上市,职位描述 岗位职责:1.AI产品规划与设计：负责AI智能体产品的整体规划、功能设计和迭代路线图，确保产品技术方案与业务目标紧密对齐。2.AI技术落地应用：主导多模态大模型、Agent、RAG等前沿AI技术在垂直领域的落地应用，设计高效可靠的AI解决方案。3.数据驱动闭环构建：建立产品效果评估体系，通过数据分析和用户反馈持续优化AI模型效果和产品体验。4.跨领域协同创新：深度理解行业需求，协同算法、工程、业务团队，将复杂业务场景转化为可实现的AI产品特性。5.AI产品全生命周期管理：负责从概念验证、产品开发、上线推广到规模化的全过程管理，确保产品成功交付和持续迭代。要求:1、985/211本科及以上学历，专业背景多元：欢迎具有计算机/人工智能背景的人才2、产品经验丰富：拥有To B产品经验，有AI产品从0到1落地经验者优先3、拥有存储领域或数据库领域或运维领域的行业经验优先4、具备AI产品的设计经验5、具备研发能力优先。工作地点：杭州，北京，上海均可。
大模型项目经理,中安元生(浙江)生物科技有限公司,1.8-2.5万,杭州·余杭·良渚,3-5年,本科,民营,20-99人,生物/制药,,职位描述 岗位职责1、全面负责 AI、大模型、Agent 类项目全流程管理，落地立项、排期、资源协调、过程管控、交付验收、复盘全流程。2、运用BAMD 项目管理逻辑，从业务目标、技术架构、落地方法、过程数据四个维度统筹项目，控制范围、进度、质量、风险。3、对接产品、算法、研发、测试、业务多方，组织例会、评审、同步会，跟进里程碑，解决跨部门协作卡点。4、建立项目台账、需求变更流程、风险台账、交付物管理，输出周报 / 月报 / 阶段报告，实现过程留痕、可控可追溯。5、优化团队迭代流程与协作规范，沉淀项目管理经验，提升 AI 类项目整体交付效率。任职要求1、本科及以上学历，3 年以上软件 / 电商 / AI 行业项目管理经验。2、熟悉敏捷开发、迭代管理，熟练使用 Jira / 禅道等项目工具。3、了解软件开发、AI 项目基本流程，能看懂基础技术方案，高效联动研发团队。4、具备强统筹、沟通、风险识别能力，会使用BAMD 四维拆解法做项目规划与问题复盘。5、文档能力强、做事严谨细致，抗压性强，适合初创团队多线并行节奏。加分项1、持有 PMP/ACP 等项目管理证书；2、有大模型、Toc项目交付经验；3、熟悉 BAMD、标准化流程搭建者优先。
大客户上云架构师,阿里云,3.5-7万·16薪,杭州·西湖·三墩,5-10年,本科,民营,10000人以上,云计算,优选雇主,职位描述 工作职责1. 主导蚂蚁集团核心BU的稳定性治理体系建设，覆盖风险识别、方案设计与落地全流程，构建金融级系统的风险防控屏障。2. 设计并落地高可用架构方案，通过故障演练（Chaos Engineering）与应急预案建设，提升系统在极端场景下的韧性。3. 建立稳定性度量体系，推动SLA/SLO的定义与持续优化，保障核心业务的服务质量。4. 负责双11、618等大型活动的全链路技术保障，主导容量评估、压测验证及限流降级策略设计与演练。5. 面向蚂蚁核心BU设计端到端上云/迁移方案，推动架构向标准化信创云演进，平衡稳定性与长期维护成本。6. 支撑IDC选址、服务器选型、云产品开服等全链路资源交付，结合业务特性完成资源需求评估与供给节奏规划。任职要求1. 具备扎实的计算机基础，精通Linux、虚拟化、容器及K8s技术，熟悉操作系统、网络与数据库底层原理。2. 熟悉云计算核心产品（ECS、ACK、OSS、RDS、SLB等），了解云原生与Serverless技术体系。3. 掌握稳定性治理方法论，具备故障演练、高可用架构设计、容量管理及应急响应的实战经验。4. 满足以下项目经历之一：主导大型客户上云/迁移项目、参与大型互联网/金融系统稳定性治理、主导双11/618级大促技术保障。5. 具备端到端方案设计与跨团队项目推动能力，能将技术方案转化为业务价值，具备前线技术赋能经验。6. 能在高压环境下主动承担责任，具备极强的应急处置能力与问题解决能力。
销售经理（钉钉/企业微信及AI相关产品）,神州万利科技集团有限公司,8000-15000元,杭州·拱墅·东新,1-3年,大专,民营,100-299人,人工智能,,职位描述 1. 销售策略与目标达成：负责钉钉/企业微信及AI相关产品（如AI助理、Agent OS解决方案等）在指定区域或行业的市场拓展工作。制定并执行销售策略与计划，挖掘潜在客户，完成公司下达的销售业绩目标。2. 客户开发与关系维护：积极开拓中小企业及大型企业客户，建立并维护长期、稳定的客户关系。深入了解客户业务，增加产品销售范围，提升客户价值。3. 解决方案式销售：基于对客户业务场景和痛点的深刻理解，协同售前技术支持团队，为客户提供定制化的钉钉/企业微信及AI解决方案，并推动方案的落地实施。4. 市场信息反馈：敏锐洞察市场动态和竞品信息，及时向公司反馈市场信息、客户需求及行业趋势，为产品迭代和市场策略优化提供决策依据。5. AI价值布道：作为AI技术与客户之间的桥梁，向客户分享AI前沿技术趋势，推广钉钉/企业微信AI软硬件产品解决方案，助力客户实现数字化与智能化转型，打造区域或行业内的AI标杆企业。 1. 教育背景：统招大专及以上学历，计算机、市场营销、企业管理等相关专业优先。 2. 工作经验： * 具备1年以上企业级服务（SaaS）、软件或互联网产品销售经验，有钉钉、AI产品或相关领域销售经验者优先。 * 具备独立开发客户的能力，拥有本地企业资源或特定行业（如制造、零售、教育等）客户资源者更佳。 3. 能力要求： * 销售能力：具备出色的商务谈判、客户沟通和关系管理能力，结果导向，抗压能力强。 * 学习能力：对AI、SaaS等新技术有强烈的好奇心和学习热情，能快速理解并掌握产品核心价值。 * 逻辑思维：具备良好的结构化思维和分析能力，能够将客户需求与产品功能有效结合，形成有竞争力的解决方案。 4. 个人特质：富有创业精神，具备强烈的服务意识和团队协作精神，乐观开朗，执行力强。
AI大模型开发（长驻嘉兴海盐县）,山东长帆信息科技有限公司,1.5-1.9万,杭州·余杭·仓前,5-10年,本科,民营,20-99人,软件/IT服务,,职位描述 岗位概述：5年以上工作经验 负责基于Dify平台设计、开发和优化智能体AI Agent，结合大语言模型（LLM）与领域知识，构建面向特定业务场景的高效、可扩展的智能体解决方案。通过模块化架构与工具链集成，实现复杂任务的自主执行与交互，推动AI在业务场景中的深度落地。 岗位职责： 1、与产品团队协作，将业务需求拆解并转化为可实现的AI智能体能力与技术方案，设计多模态任务流程（文本、图像、文档等）； 2、基于Dify等平台/架构，设计并实现高可用的企业级AI 智能体框架，独立搭建复杂工作流； 3、构建并优化涵盖文本、图像等多模态数据的端到端处理流水线，提升各环节效率，推进Prompt工程化实践，构建标准化模板库和提示词； 4、熟练掌握Python及主流AI开发技术栈，利用SDK与API开发定制化Agent，实现从数据预处理、模型调度/推理到结果后处理的全链路自动化与性能优化，提升系统稳定性和响应速度； 5、设计智能体效果评估体系，监控核心指标，通过数据分析驱动智能体的持续迭代与优化；
Python研发（AI方向）,浙江深大智能科技有限公司,2-3万,杭州·西湖·西溪,5-10年,本科,民营,500-999人,产业互联网平台,C轮,职位描述 岗位职责 1、负责AI能力中台的核心技术研发，包括大模型应用开发、向量检索系统构建等 2、基于主流大模型框架，设计并实现智能化应用解决方案 3、 运用AI应用构建平台，快速搭建和优化AI产品原型 4、负责向量数据库的架构设计、性能优化和运维管理 5、参与AI产品的全生命周期开发，从需求分析到上线部署，确保项目高质量交付 6、持续跟踪AI领域前沿技术，推动技术创新和团队技术能力提升 任职要求 基础要求 精通Python编程：具备扎实的Python开发功底，熟悉常用开发框架和工具库 大模型框架经验：熟练掌握大模型应用开发框架，理解其核心原理和最佳实践 向量数据库技能：熟悉向量数据库的使用和优化，有实际项目经验 AI平台实战经验：熟练使用AI应用构建平台，并有成功落地应用案例 优先条件 1、本科及以上学历，计算机、人工智能、数学等相关专业优先 2、3年以上AI相关开发经验，有大模型应用落地项目经验者优先 3、熟悉主流大模型接口调用 4、了解RAG（检索增强生成)AI技术方向 5、具备良好的问题分析和解决能力，有较强的学习能力和团队协作精神 6、有开源项目贡献或技术博客输出者加分
高级ai产品经理,深圳媲美科技有限公司,1.8-2.9万,杭州·拱墅·上塘,1-3年,,民营,20-99人,人工智能,天使轮,职位描述 AI产品经理岗位职责: 1. 负责语音智能体，AI硬件的需求调研与市场分析，明确产品定位与目标用户群体； 2. 制定产品规划与迭代路线，协调技术、设计、运营等多方资源推动项目落地； 3. 关注人工智能领域发展趋势，结合业务场景探索AI技术的创新应用； 4. 定义产品功能与交互逻辑，输出高质量的产品文档并跟进开发全流程； 5. 基于用户反馈与数据表现持续优化产品体验，提升产品核心指标。 任职要求： 1. 具备良好的逻辑思维与问题拆解能力，能准确识别用户核心需求； 2. 熟悉AI相关技术基本原理，了解机器学习、自然语言处理等技术应用场景； 3. 有较强的跨团队协作能力，能高效推动项目进展并达成目标； 4. 结果导向，具备较强的执行力和抗压能力； 5. 对人工智能产品有热情，愿意持续学习新技术与新方法。
高级全栈开发工程师(J10780),海卫通网络科技有限公司,1.5-2万,杭州·滨江·浦沿,5-10年,本科,民营,100-299人,通信运营商/电信增值服务,,"职位描述 一、工作职责： 1.负责公司核心产品的全栈研发工作，涵盖需求分析、系统设计、前后端编码、测试及部署全流程； 2.深度使用 AI Coding 工具（如 TRAE、GitHub Copilot、Cursor、通义灵码 等）提升编码效率与代码质量，并总结最佳实践推广至团队； 3.主导前后端架构设计与优化，确保系统高性能、高可用与高扩展性； 4.负责团队管理与项目管理，包括任务分配、进度跟踪、风险控制、代码审查及人员培养； 5.持续改进工程化体系（CI/CD、代码规范、自动化测试等），推动研发效能提升； 6.跟踪前沿全栈技术与 AI 辅助开发趋势，探索并落地提效方案。 二、职位要求： 1.基础要求： 本科及以上学历，计算机相关专业，5 年以上全栈开发经验，其中至少 1 年以上团队管理或项目管理经验。 2.前端技术： 熟练掌握 HTML5/CSS3/JavaScript/TypeScript/Uniapp，精通VUE,熟悉其他主流前端框架（React/Vue/Angular），了解 SSR、微前端或 WebAssembly 者优先。 3.后端技术： 扎实掌握 Java 技术栈，熟悉 Spring Boot / Spring Cloud 等框架及生态；同时了解主流后端语言（Node.js / Python / Go）中的至少一种，熟悉 Express / FastAPI 等框架；具备 RESTful / GraphQL API 设计经验。 4.数据库与中间件： 熟悉 MySQL / PostgreSQL 等关系型数据库，具备 SQL 优化能力；熟悉 Redis、消息队列（Kafka / RabbitMQ）等中间件的使用。 5.微服务与云原生： 熟悉微服务架构与 Service Mesh（如 Istio、Linkerd 等），掌握 Docker、Kubernetes 基础使用，熟悉服务发现、流量治理、可观测性等。 6.工程化与构建工具： 熟悉 Git 工作流、Webpack / Vite 等构建工具。 7.AI 辅助开发与规范驱动： 日常使用 AI Coding 工具辅助编码、调试或文档生成；熟悉 SDD 规范驱动开发（如 OpenSpec、Spec-Kit 等），了解“驾驭工程”相关理念与实践。 8.智能体开发： 熟悉智能体（Agent）开发范式，了解 LangChain、Semantic Kernel、AutoGen 等至少一种框架，具备基于大模型构建 工具调用、任务规划、多智能体协作 的实际经验。 9.管理与协作能力： 具备实际的人员管理、项目管理经验，能够承担技术 Leader 角色，带领 3-5 人小团队高效交付；良好的沟通、协调与风险把控能力。 10.职业素养： 具备高度的责任心、主动性与抗压能力，对交付质量有追求，能够以结果为导向推动问题解决，具有良好的团队合作精神和职业道德。"
云网络工程师,中电金信软件有限公司,1.2-1.8万,杭州·西湖·三墩,3-5年,本科,国企,10000人以上,软件/IT服务,优选雇主,"职位描述 ""1.参加专有云项目交付工程实施与项目管理2.总结与完善专有云项目交付流程与方法论3.负责专有云POC项目交付，并负责POC测试与相关文档输出4.负责专有云、大小专等产品可服务性验收工作5.梳理总结专有云、大小专等产品可服务性改进点6.接受研发产品导入，并负责对技术管理人员产品技能赋能"" 须具备阿里云专有云网络架构的深入理解，包括VPC,SaaSOB，超级V,XGW,SOB,ECS/VBC通信链路等，熟悉OSI七层模型，OSPF/BGP，静态路由，安全组，ACL等网络技术。 平台或AI能力：在满足网络硬性要求基础上，需具备云平台变更运维能力或AI相关经验(如Al Agent RAG,Harness工程等）。"
