岗位名称,公司名称,薪资范围,工作城市,经验要求,学历要求,公司性质,公司规模,公司行业,公司标签,职位描述
AI大模型应用开发工程师（OpenClaw应用）,北京仟草中药饮片有限公司,1.8-2.5万,北京·大兴,1-3年,大专,深度学习,机器学习,大模型算法,,职位描述 岗位职责：1、OpenClaw平台智能化运维与开发： 熟练使用OpenClaw日常运维、权限管理及账号配置；基于OpenClaw架构进行二次开发，封装标准API接口，保障系统高可用性与数据安全。2、定义Skills开发与Agent落地： 基于大模型技术，针对各个部门业务场景，设计并开发自定义Skills（技能）插件；构建领域专属Agent，实现运维流程的自动化闭环，落地“AI替代人工”的效率优化方案，推动“人工”向“数字员工”的转化。3、承担系统监控、数据安全防护、数据备份及接口维护等核心工作；4、RAG知识库构建与应用： 搭建运维知识库，将系统文档、操作手册、故障案例进行向量化处理，结合RAG技术实现数据统计计算、AI自动化流程设计、辅助决策，提升问题响应速度。5、系统集成与工具链开发： 结合Java/Python编程能力，开发自动化脚本与运维工具，有“全栈开发”能力能够落地小型业务系统，帮助各个部门提高效率。 任职要求：1、学历与经验：本科及以上学历，计算机相关专业，具备扎实的计算机基础与软件工程素养。2、AI大模型应用能力：精通LangChain/LangChain4J开发框架，熟悉OpenAI/智谱清言等主流大模型API；具备自定义开发Skills实战经验，能基于MCP协议或Function Calling构建Agent实现运维自动化；熟练掌握RAG架构及Milvus等向量数据库应用。3、编程与工程能力：精通Java（Spring Boot/Cloud微服务） 熟练掌握Vue、Uniapp等前端框架，有全栈开发能力和架构经验，及Python脚本开发，熟悉Linux、Docker容器化及CI/CD流程；熟练使用MySQL、Redis、MQ等中间件，具备高并发系统设计与性能优化能力。4、综合素质：具备极强的问题分析与解决能力，认同“技术提效、降本增效”理念，有推动AI工具在运维场景落地、实现“数字员工”转型的热情与能力。
AI数据工程师（爬虫/ETL）,英特利普(上海)信息技术有限公司,1.9-2.1万·13薪,北京·昌平·史各庄,3-5年,本科,Python,爬虫开发,反爬虫,,职位描述 岗位职责1.负责生物医药领域数据的 ETL 全流程开发与维护，包括数据抽取（对接内外部数据源）、清洗、转换、加载，保障数据质量与传输效率；2.设计并实现定向爬虫方案，采集生物医药相关公开数据（如文献、临床试验信息、靶点数据等），解决反爬、数据异构等问题；3.参与 LLM（大语言模型）+RAG（检索增强生成）相关的数据工程工作，包括知识库构建、向量数据库设计与优化、数据分片 / 索引策略制定，支撑生物医药场景的大模型应用落地；4.维护数据管道的稳定性与可扩展性，监控数据流转状态，及时排查并解决数据处理过程中的异常问题；5.与算法、研发、业务团队协作，理解 AI 应用需求，输出符合大模型训练 / 推理要求的结构化、高质量数据。 任职要求 1.本科及以上学历，计算机、软件工程、数据科学、生物信息学等相关专业； 2.2 年及以上数据工程相关工作经验，熟练掌握 ETL 流程设计与开发，精通至少一种 ETL 工具（如 Airflow、DataWorks、Talend 等）； 3.具备爬虫开发实战经验，熟练使用 Python（Scrapy、Requests、BeautifulSoup 等）编写爬虫，了解反爬机制及应对策略； 4.了解 LLM 与 RAG 技术原理，有 RAG 相关数据工程经验（如向量数据库使用、知识库构建、数据预处理适配大模型）优先； 5.熟悉至少一种数据库（MySQL/PostgreSQL 等关系型数据库，Elasticsearch/Milvus/Pinecone 等向量数据库），具备数据建模能力；
AI后端开发工程师,南京迈特望科技股份有限公司,9000-12000元,北京·西城·金融街,1-3年,本科,大模型,RAG,股份制企业,优选雇主,职位描述 【学历及专业】计算机、统计学、应用数学、电力电气、电子信息、信息通信等相关专业本科及以上学历【工作经验】2年以上Python后端开发或数据工程经验；熟悉知识库、RAG、智能体相关项目开发与落地【工作内容】1.负责智能算法脚本开发与优化；2.参与数据清洗、转换、汇总的自动化实现；3.支持问题发现与整改过程中的技术实现；4.参与推广应用验证及适应性优化；5.配合完成技术文档编写与成果交付。【技能要求】1.精通 Python 编程，熟练运用 Python 语法及各类常用库；2.熟练掌握 Django、FastAPI、Flask 等 Python流框架，精通Restful API 设计规范3.精通RAG项目开发，熟练掌握机器学习、深度学习技术及MCP工具，擅长提示词优化、NLP 智能问答、LangChain等核心技术应用。
AI视频剪辑（会可灵）,河南牛人设计网络科技有限公司,6000-9000元,北京·海淀,经验不限,,短视频,PS,剪映,,职位描述 时间自由，欢迎加入我们 1. 公司自己订单，视频剪辑订单。 2. 电商店铺稳定订单 3. 能对客户认真负责 4、热爱剪辑视频 岗位职责： 1、根据短视频、品牌宣传片、商业广告等不同项目需求，独立运用AI剪辑工具结合专业剪辑软件，完成从素材筛选、精剪拼接、调色配乐到成片输出的全流程制作工作； 2、熟练运用各类AI剪辑核心功能提升制作效率与作品质感，确保成片画面流畅、音频清晰、字幕准确，符合品牌调性及平台发布规范 3、负责AI生成原始素材的优化处理，解决素材一致性、逻辑跳跃等问题，通过剪辑技巧实现AI素材与传统拍摄素材的无缝融合； 4、跟进行业AI剪辑技术动态，主动探索新的AI剪辑工具（如Midjourney、Stable Diffusion、即梦、豆包、可灵、海螺、星流、Vldu、Runway等）及应用技巧，优化工作流，提升产出效率。
ai数据标注,中软国际,面议,北京·昌平,经验不限,本科,图像标注,语音标注,音频标注,已上市,职位描述 1. 严格按照团队制定的标注规范、标准及操作流程，对AI大模型训练所需数据（包括但不限于文本、语音、图像相关辅助数据等）进行精准标注、分类、校对及评分，确保标注数据的准确性、完整性和一致性。2. 负责标注过程中异常数据、模糊数据的记录与反馈，及时与团队负责人、标注审核人员沟通，协助优化标注规范和操作流程，提升标注效率和数据质量。3. 按时完成团队分配的标注任务，严格把控任务进度，确保在规定时间内交付符合要求的标注成果，配合团队完成数据验收工作。4. 自觉遵守团队数据安全管理规定，严格保密标注过程中接触到的所有训练数据、标注规范及团队相关机密信息，杜绝数据泄露。5. 积极参与团队组织的标注规范培训、技能提升培训，主动学习AI大模型相关基础常识，持续提升自身标注速度和质量。6. 配合团队完成标注数据的复盘工作，根据审核意见及时修正标注错误，总结标注经验，助力模型训练效果优化。 1. 本科及以上学历，专业不限，有数据标注相关工作经验者优先具备良好的文字理 解能力、逻辑判断能力和细节把控能力，能快速理解标注规范，准确执行标注操作。 2. 工作认真负责、耐心细致，有较强的责任心和执行力，能承受一定的工作压力， 按时完成任务。 3. 熟悉电脑基本操作，能熟练使用办公软件（如Excel、Word）。 4. 具备良好的沟通能力，能清晰反馈工作中遇到的问题，配合团队完成协作任务。 5. 有AI大模型、NLP（自然语言处理）相关数据标注经验，熟悉文本分类、情感标注 、问答标注、评分标注等相关操作者优先。
AI直播 每天3小时 月收入1万至15万,安徽晓聚文化传媒有限公司,1-2万,北京·通州·北苑,经验不限,,情感聊天,抖音,远程办公,,职位描述 工作职责1. 负责抖音平台日常直播，通过聊天互动、趣味小游戏等轻松内容与观众建立情感连接，提升直播间活跃度与留存率。2. 参与公司免费线上培训课程，系统学习直播技巧、平台规则及内容优化方法，持续迭代直播表现。3. 配合运营团队的实时指导，根据数据反馈调整直播内容与风格，逐步提升直播效果与粉丝粘性。4. 严格遵守平台规范，确保直播内容积极健康，维护正向的直播间氛围。任职要求1. 形象气质良好，具备基础镜头表现力（公司提供专业美颜技术支持）。2. 性格开朗外向，乐于与人交流，愿意在镜头前展现个人特质。3. 能够接受系统化免费培训，积极配合运营团队的指导与建议。4. 时间安排灵活，可自主规划直播时段，保证稳定的直播频率。补充说明1. 工作地点：不限地区，支持居家直播+线上培训2. 薪酬福利：礼物提成45%（每日可自提）；提供24小时在线运营支持及免费培训3. 休息时间：自由安排，无强制排班要求
ai人工智能算法工程师（接受零基础）,赤峰凯御人力资源服务有限责任公司,1.2-2万,北京·朝阳,经验不限,大专,机器学习,C++,Python,,职位描述 岗位内容：1. 设计和实现高效的算法，解决现有系统存在的问题。2. 利用数学、统计学和机器学习等相关领域的知识，分析海量数据并进行建模。3. 优化算法实现，并保证代码的可扩展性和可维护性。4. 开发和维护算法服务，并与其他团队密切合作。
AI数据分析专家,拓维信息系统股份有限公司,3-4.5万·16薪,北京·大兴·荣华街道,3-5年,本科,上市公司,1000-9999人,产业互联网平台,已上市,职位描述 岗位指责：1、支撑完整销售流程，进行方案汇报、售前技术支持、招投标技术文件编写等工作；；2、负责跟进客户需求，进行业务策划、问题分析、解决方案设计、大数据、AI及数据要素场景方案规划、数据运营模型设计及优化；3、负责客户需求挖掘和项目运作，市场活动技术方案宣讲；4、协助交付团队进行产品设计研发、项目实施等工作；5、收集、分析行业动态、竞争对手信息及客户需求的反馈，保持对产品的持续跟踪和前瞻性研究。 任职要求： 1、本科及以上学历，5年以上售前工作经验，3年以上行业大数据应用售前咨询顾问经历； 2、完成项目解决方案设计及汇报宣讲等工作，有成功落单的大数据规划方案经验者优先； 3、对重点行业大数据及AI应用有敏锐的洞察力，能够站在企业数智化转型的角度进行大数据类方案规划，能够用数据驱动思维进行AI重构业务系统规划。有AI业务创新工作经验优先； 4、有企业级大数据平台、数据治理、数据价值分析挖掘、数据要素、AI应用场景类项目规划经验，运营商行业经验优先； 5、具备较强逻辑思维能力和客户沟通能力，较强的文案功底和语言表达能力； 6、具有良好的职业素养，工作态度认真踏实，工作细致严谨，较强的执行力和责任感。
全栈AI应用开发工程师-智联(J15600),先进数通,2-2.5万,北京·海淀·紫竹院,3-5年,本科,前端开发,后端开发,Vue,已上市,职位描述 岗位职责: 1、独立完成基于大模型的 AI 应用全流程开发，包括需求分析、架构设计、编码实现、测试及部署上线。 负责后端服务开发：设计 RESTful API，完成数据库建模、用户认证授权、流式数据代理等。 2、负责前端应用开发：使用现代前端框架（Vue 3）开发页面组件、全局状态管理、路由控制、主题切换及数据可视化。 3、负责容器化部署与运维：编写 Docker 配置，实现多服务协同部署（如后端+前端）。 4、善用 AI 辅助工具（如 Copilot、Claude Code、Cursor 等）提升前端界面设计与代码开发效率。 任职要求: 1、学历与专业：全国正规统招本科及以上学历（第一学历），信息技术相关专业。 2、3 年以上全栈开发经验，有独立完成完整项目端到端交付的成功案例。 3、后端：熟练使用 Python ，熟悉主流后端框架（如 FastAPI / Flask），具备 ORM 建模能力，了解关系型数据库（SQLite / PostgreSQL）设计。 4、前端：熟练使用 JavaScript / TypeScript (ES6+) 及 Vue 3 生态（Composition API），掌握主流状态管理方案、构建工具、HTTP 客户端、路由管理，以及 UI 组件库的使用。 5、认证与授权：熟悉基于 Token 的认证机制（如 JWT）及 OAuth2 流程，有完整权限控制实现经验。 容器化：熟练使用 Docker 及容器编排工具（如 docker-compose）进行多服务部署。 6、数据可视化：具备图表库（如 ECharts）使用经验，能独立完成统计图表开发。 7、流式传输：理解 SSE（Server-Sent Events）或类似技术，能处理流式数据代理。 8、前端安全：了解常见 Web 安全防护（如 XSS 防护、HTML 转义）。 9、独立工作能力：无产品经理/设计师时，能独立完成从需求到上线的全流程。 10、全链路视野与自驱力：具备端到端技术视角，能主动发现问题并推动解决，在技术选型中做出合理判断。
AI应用工程师,北京领航国际旅游集团有限公司,1-1.5万,北京·丰台·玉泉营,1-3年,本科,Python,多平台AI AGENT集成,分层记忆架构设计,,职位描述 工作职责1. 主导多平台AI Agent统一调用框架的设计与实现，确保不同AI服务间的无缝协作与高效调度。2. 构建分层记忆架构（Redis+MySQL+RAG），提升对话系统的连贯性与知识复用效率，优化用户交互体验。3. 基于browser-use技术栈开发AI驱动的浏览器自动化平台，实现LLM通过自然语言操作真实浏览器的能力。4. 负责端到端智能内容生成系统（如PPT自动生成）的开发，打通信息搜索、内容生成与模板填充全链路。任职要求1. 熟练掌握Python编程语言，具备扎实的工程实现能力与代码规范意识。2. 熟悉LLM智能体（Agent）开发原理，对RAG、MCP及多平台集成技术有深入理解或浓厚兴趣。3. 具备Web自动化技术经验（如无头浏览器、Playwright等）者优先。4. 拥有Docker容器化部署经验，能独立完成系统的环境搭建与运维工作。5. 对AI应用落地有强烈热情，具备独立分析问题、解决复杂技术难题的能力。
AI数据运营专家,中电金信软件有限公司,1.2-1.5万,北京·海淀·海淀街道,经验不限,本科,AI大模型数据生产,PROMPT ENGINEERING,AGENT工作流搭建,优选雇主,职位描述 工作职责1. 深入理解AI大模型技术特性，主导Agent、多模态等方向的高质量数据生产，支撑模型训练与迭代。2. 运用代码能力与Prompt Engineering技术，完成数据挖掘、预处理、分析及全链路自动化搭建。3. 协同产品研发团队，参与业务场景定义、数据标准制定、标注策略优化及数据生产流程自动化落地。4. 针对大模型性能瓶颈，联动产品、算法、标注及评估团队开展专项攻坚，推动问题闭环。任职要求1. 本科及以上学历，计算机、人工智能、数据科学、金融经管等相关专业，复合型学科背景优先。2. 熟悉LLM/多模态数据标注流程，掌握数据质量管控方法。3. 精通Prompt Engineering，能针对不同任务场景优化提示词；理解Agent实现原理，熟悉workflow搭建，有Coze平台工作流/agent搭建经验者优先。4. 熟练使用Python、SQL等编程语言，了解机器学习基础概念与模型调优逻辑；具备应用开发或DevOps经验者加分。5. 对AI技术有高度热情，具备较强的自驱力、快速学习能力及跨团队沟通协作能力。
高级软件研发工程师（信息化方向、AI方向）,北京中建建筑科学研究院有限公司,2-3.5万,北京·丰台·南苑,5-10年,本科,JavaScript,Python,CSS,,职位描述 一、岗位职责1.方向一：信息化方向信息化系统建设： 负责公司数字化系统的建设、部署与维护、高质量交付具备高可用性、稳定性和安全性的现代信息化系统。工程研发效率提升：负责公司研发基础设施建设与优化，深度融合AI编程与持续集成CI/CD，推进自动化研发体系建设，提升研发与交付效率。架构优化与AIOps： 负责云原生架构（如 Docker、K8s）的维护与演进；探索将 AI 技术引入运维场景（AIOps），提升故障预警与自动化处理能力。2.方向二：AI系统架构与科研方向核心AI产品研发： 参与 MaaS 平台、智能体（Agent）、ChatBI 等核心产品的代码研发；结合大模型技术构建企业级知识库及 AI 应用平台。大模型应用落地： 深入探索检索增强（RAG）、推理增强（RIG）等技术，并推动模型在多模态（文本、图像、视频）领域的业务落地。大模型微调与科研： 负责针对特定业务场景的模型优化与工程化部署；跟踪自然语言处理、计算机视觉等前沿动态，推动科研成果转化。二、 任职要求1.基本要求软件工程、计算机科学、人工智能等相关专业本科及以上学历（AI方向要求硕士、博士优先）。具有 5 年以上项目工作经验，具备良好的团队协作精神与沟通能力。2.具体要求.方向一：信息化方向(1) 效能工具与平台开发： 负责研发效能工具平台、复杂微服务交付系统的设计与全栈开发，通过自动化手段全面提升团队研发与私有化交付效率。(2) AI 全栈编程实践： 积极拥抱 AI 研发模式，熟练利用 AI 辅助编程工具（如 Cursor、Copilot 等）高效完成从前端交互到后端逻辑的全栈业务开发，推动研发流程智能化。(3) 高可用架构演进： 深度负责核心组件（MySQL、Redis、PostgreSQL、中间件等）的高可用设计、集群部署方案落地及生产环境的深度调优。(4) 标准化与交付攻坚： 负责 CI/CD 流水线的建设与容器化（Docker/K8s）标准制定；针对生产环境的复杂网络、系统瓶颈等“疑难杂症”，提供深度的排查定位与最终解决方案。方向二：AI系统架构与科研方向(1) 扎实的机器学习/深度学习基础，熟悉主流 NLP 任务及 Transformer/Attention 机制。(2) 熟悉 AI Agent、知识图谱架构设计，具备高效智能多策略检索生成系统（RAG/RIG）实战经验。(3) 具备全链路调优能力，熟悉模型微调及部署加速框架（ONNX/TensorRT 等）。(4) 在AI领域发表过顶级学术论文，或参与过知名开源项目优先。三、职业发展1.专业晋升通道：专职研发人员序列（RT序列）；2.参与国家级重点科研项目机会；3.配套博士工作站、产学研合作资源支持。
AI数据运营专员/经理(A40393),北京麦麦趣耕科技有限公司,8000-15000元,北京·通州·台湖,经验不限,,图像标注,视频标注,文本标注,,职位描述 职位描述： 农业AI数据运营经理 工作内容 1、统筹农业AI多作物场景数据采集（传感器、摄像头、无人机、田间图文等）、标注、质检全流程，结合作物生长实际场景，制定标准并落地。 2、管理数据采集专员、外协团队，明确工作要求，监督进度与质量，保障任务高效完成。 3、对接产品、算法团队，反馈数据问题，优化数据方案，支撑大模型及知识库落地。 4、建立数据台账，做好数据归档与管理，定期复盘优化运营策略。 职位要求： 任职要求 1、具备AI数据运营、采集/标注相关经验，有团队统筹经验优先。 2、懂农业基础常识，能独立完成田间数据采集，熟练使用标注工具（AI优先），严控数据精准度。 3、具备团队统筹、流程搭建能力，熟练使用办公软件，能接受出差外勤。 4、本科及以上学历，农学、大数据、人工智能等相关专业优先，责任心强、执行力强。
AI数据工程师,某大型国企公司,2-4万,北京·东城·东四,3-5年,硕士,AI数据工程师,其它,500-999人,,职位描述 工作职责 1、负责大模型训练数据的构建，能够有效组织高质量数据生产、整理和清洗工作，对数据正确性、模型生成内容正确性提供判断，对模型进行内容改进策略建议； 2、负责对大模型应用案例和数据进行分析，归纳关键性和普遍性问题，提高内容优质率； 3、推动大模型应用方向数据标注工作，指导标注人员完成数据的高质量构建，保证按目标及质量要求完成结果产出； 4、负责根据不同应用场景，进行prompt调优，驱动模型达到最优效果。 任职资格 1.计算机、数理类等相关专业； 2.具备Python/Java/JS/C++其中至少一门语言，三年以上开发经验； 3.编程基本功扎实，注重代码质量，有良好的软件工程知识和编码规范意识； 4.对大模型数据要求、大模型训练过程了解，有NLP自然语言处理经验者优先； 5.具备数据敏感度和分析能力，能够从产品、用户视角进行统计分析、任务目标分解和方案设计； 6.具备良好的项目管理技能，能够针对不同的项目需求，进行细致的项目计划、沟通和执行，并具备解决问题和决策的能力。
AI Agent架构师,大连希正科技有限公司,1.8-2.5万,北京·海淀·上地,5-10年,本科,Java,微服务架构,SpringCloud,,"职位描述 【岗位职责】1、架构与开发:负责AI Agent系统的整体架构设计、核心模块开发与迭代，包括但不限于智能规划、工具调用、记忆管理、多智能体协作等。2、工程化落地:将Agent原型转化为稳定、高性能、易监控的生产级服务。解决长上下文处理、流式响应、错误处理、降级策略等工程挑战。3、工具生态整合:为Agent设计和集成强大的工具集(如APl、数据库、搜索、代码执行器等)，提升其与现实世界交互和解决问题的能力。4、性能优化与评估:建立Agent的评估体系(Benchmark)，持续迭代提示工程(Prompt Engineering)、微调策略，优化其推理效率、准确性和成本。5、技术前瞻与创新:紧跟LangChain、AutoGen、CrewAl、Semantic Kerne等框架及学术前沿，探索并应用新技术(如强化学习、Advanced RAG)以提升Agent能力。6、跨团队协作:与产品经理、算法研究员、前后端工程师紧密合作，明确技术边界，推动AI功能的高质量交付。[任职要求]1、技术基础:计算机科学或相关专业本科以上学历，3年左右软件开发经验。2、精通任意一门主流编程语言，具备扎实的编程能力和良好的代码风格。3、熟悉至少一种主流云服务(AWS/Azure/GCP)和容器化技术(Docker,Kuberetes)4、有构建复杂分布式系统、微服务的经验，熟悉APl设计、数据库优化。5、有AI产品(如智能助手、Copilot、自动化工作流)从0到1的上线经验。6、熟悉RAG、模型微调(Fine-tuning)、智能体对齐(Agent Alignment)等相关技术。7、具备良好的技术领导力，能够主导技术方案，并指导初级工程师。8、在开源社区有相关项目贡献或技术博客输出。[Al/Agent专长]1、深入理解LLM:对Transformer架构、主流大模型(GPT、Claude、开源模型等)的原理、API及特性有深刻理解。2、丰富的Agent开发经验:有使用LangChain、Llamalndex、AutoGen等框架构建复杂Agent项目的实际经验，理解其核心抽象(Chain,Agent, Tool,Memory等)3、工程化思维:深刻理解PromptEngineering不仅是“技巧""，更是需要版本控制、测试和持续迭代的工程问题。有构建Agent评估框架的经验者优先。4、问题解决能力:能够独立解决Agent幻觉、推理逻辑错误、复杂任务分解等核心挑战。"
AI全栈工程师（数智化转型）,港中旅酒店有限公司,1.5-2.5万,北京·西城·牛街,3-5年,本科,央企平台,国企,500-999人,,职位描述 岗位名称： AI全栈工程师（数智化转型）所属部门： 科技信息部直接上级： 科技信息总经理岗位核心目标：AI 能力与业务系统融合落地，贯通前端、后端、AI 模型开发与部署，支撑智能客服、智能推荐、RAG 问答等场景。主要职责与工作任务：一、AI应用全栈开发1、负责 AI 原生应用开发，集成大模型能力（如 RAG、Agent），实现智能客服、智能问答、内容生成等功能（如自动生成 PPT、行业文案）。2、搭建端到端 AI 应用架构，涵盖前端交互界面、后端服务接口、AI 模型调用 / 微调全流程，弥合算法与产品落地鸿沟。3、开发 AI 工具链（如智能工单、智能运营助手），支撑酒店数智化转型场景落地。二、模型工程化与部署1、将算法团队模型进行工程化封装，部署为可扩展、高可用的微服务，支持模型版本管理、灰度发布。2、负责 AI 服务部署（Docker/K8s）、监控与运维，保障推理速度、稳定性与资源利用率。3、 优化 AI 应用性能（推理延迟、吞吐量）与成本（控制 token 消耗、选择高性价比模型），适配业务高频场景。三、技术攻坚与能力沉淀1、调研前沿 AI 技术（多模态、AIGC、Agent），结合酒店业务场景提出落地方案，推动技术创新。2、 负责 AI 与现有系统（中台、双端 APP）的融合开发，解决跨系统数据交互、模型调用异常等问题。3、沉淀 AI 开发规范、技术文档，支撑团队 AI 能力建设。任职要求（建议）：1、本科及以上学历，计算机、人工智能相关专业优先。2、3 年以上全栈开发 + AI 应用落地经验，熟悉 Vue、SpringBoot/FastAPI 等技术栈，掌握 LangChain、向量数据库（Chroma）等 AI 工具。3、了解大模型原理、RAG/Agent 开发流程，有 AI 服务部署、监控经验优先。4、 具备跨领域技术整合能力、创新思维，能快速解决 AI 落地过程中的技术难题。
AI Agent / AI 应用开发工程师,北京天下先智创机器人技术有限责任公司,2.5-3.5万,北京·大兴·荣华街道,3-5年,本科,民营,20-99人,专用设备制造,天使轮,职位描述 工作地点：北京/深圳1、负责企业级 AI Agent / AI 应用系统的设计、开发与落地，支持公司内部 OA、人事、绩效、供应链、排产等业务系统的智能化升级。2、负责企业知识库和 RAG 系统建设，实现基于公司制度、流程文档、业务数据、生产资料等内容的智能检索、问答和辅助决策。3、负责设计并开发大模型工具调用能力，包括 Function Calling / Tool Calling、API 调用、数据查询、流程触发、审批辅助等功能。4、负责构建面向企业内部场景的 AI 工作流，例如智能审批助手、绩效分析助手、人事问答助手、供应链数据查询助手、排产建议助手等。6、与全栈开发工程师协作，推动内部系统 API 标准化、权限体系、日志审计和数据结构设计，确保 AI Agent 能安全、稳定地调用业务系统能力。7、跟踪并评估主流大模型、Agent 框架、RAG 框架、向量数据库和 AI 开发工具，结合公司业务场景进行技术选型和落地验证。8、负责 AI 应用的效果评估、提示词优化、知识库优化、召回准确率优化和异常问题排查。9、参与制定企业内部 AI 应用规范，包括权限边界、数据安全、人工确认机制、操作留痕和模型输出质量标准。 任职要求 本科及以上学历，具备 2 年及以上后端开发、AI 应用开发或大模型应用开发经验。 熟练掌握 Python，或熟悉 Go / Java 中至少一种后端开发语言，具备良好的工程化开发能力。 熟悉主流大模型应用开发方式，理解 Prompt Engineering、RAG、Embedding、向量检索、Function Calling / Tool Calling 等核心概念。 熟悉 LangChain、LangGraph、LlamaIndex、Dify、FastGPT、Coze、OpenAI Agents SDK 等一种或多种 AI 应用 / Agent 开发框架。 熟悉向量数据库或检索组件，如 Milvus、Qdrant、Chroma、pgvector、Elasticsearch 等。 具备良好的 API 设计能力，理解 RESTful API、权限控制、日志追踪、异常处理、数据安全等后端工程基础。 能够独立完成从需求分析、技术方案设计、原型开发、上线部署到效果优化的完整闭环。 对企业内部管理系统有一定理解，能够将 AI 能力与具体业务流程结合，而不是停留在 Demo 层面。 具备较强的学习能力、问题拆解能力和跨部门沟通能力，能够主动理解业务需求并推动落地。 【专业要求】（必须） 计算机科学与技术、软件工程、人工智能、数据科学与大数据技术、信息管理与信息系统、自动化、数学、电子信息等相关专业。 【加分项】 有企业知识库、智能问答、RAG、AI 助手、Agent、AI Workflow 等实际项目经验。 有 OA、ERP、MES、SCM、APS、人事系统、绩效系统、审批系统等企业管理系统相关经验。 有大模型应用私有化部署、模型网关、LLMOps、Prompt 管理、向量库调优经验。 熟悉企业权限体系、数据安全、审计日志、人机协同审批等机制。 有开源项目、技术博客、GitHub 项目或 AI 应用作品集者优先。 熟悉 Docker、Kubernetes、CI/CD、Linux 部署环境者优先。 有机器人、智能制造、仓储物流、供应链、生产排程相关行业经验者优先。
AI 智能体技术员（基因检测方向）,北京嘉宝仁和医疗科技股份有限公司,1-1.8万,北京·大兴·天宫院,3-5年,本科,全栈开发,股份制企业,100-299人,B轮,职位描述 我们在做什么嘉宝仁和聚焦基因检测与辅助生殖业务，正在构建可落地的 AI 智能体系统，覆盖报告智能解读、知识问答、流程自动化等场景。如果你对 AI 技术充满热情、希望在真实医疗场景中做出有价值的产品，欢迎加入。▌ 岗位职责● 在技术负责人指导下，参与基因检测相关智能体应用模块的开发、调试与功能迭代。● 负责具体功能模块的编码实现，包括 Prompt 工程、API 对接、工具链集成等任务。● 参与智能体系统的测试与质量验证，排查并修复功能缺陷，保障模块稳定运行。● 配合产品和业务团队完成需求理解与功能拆解，将业务需求转化为可执行的技术方案。● 跟踪主流大模型（LLM）及智能体框架的最新进展，在团队内分享前沿技术动态。● 维护开发文档与接口说明，保持代码规范，配合 Code Review 流程持续提升代码质量。▌ 任职要求【学历】 计算机、软件工程、人工智能或相关专业本科及以上；应届生或1–3年工作经验均可。【编程能力】 熟悉 Python，能独立编写脚本和调用 API；了解 Java 或 Go 者加分。【AI 基础】 了解大语言模型（LLM）基本原理，有过 ChatGPT / 文心一言 / 通义千问等模型调用实践经验。【工程素养】 理解接口开发基本概念（RESTful API），有版本管理（Git）使用经验。【学习能力】 对新技术有强烈好奇心，能快速上手新工具和框架；有个人项目或开源参与经历者优先。【团队协作】 沟通顺畅，能准确理解需求，主动反馈进度，与团队协作愉快。▌ 加分项（有以下经历可优先考虑）l 有使用 LangChain、LangGraph、AutoGen、CrewAI 等智能体框架的实践经验。l 熟悉扣子（Coze）、文心一言智能体平台、阿里云百炼等低代码智能体工具链。l 有 RAG（检索增强生成）、向量数据库（Milvus / ChromaDB）相关实战经验。l 有医疗、生物信息或健康科技相关项目经历，理解医疗数据特点。l 有个人技术博客、GitHub 开源项目或竞赛获奖经历（附链接更佳）。▌ 成长路径与发展空间l 入职后由技术负责人一对一指导，快速融入项目，明确技术成长方向。l 公司处于 AI 智能体落地早期阶段，技术员有机会深度参与核心系统建设，成长空间大。l 表现优秀者可晋升为高级技术员或智能体技术负责人。
AI 应用研发工程师（大模型）,东方国信,1.2-2.4万,北京,1-3年,本科,上市公司,1000-9999人,大数据,已上市,职位描述 岗位职责:1、AI应用开发与集成： 负责大语言模型（LLM）应用的研发，包括Prompt工程、RAG系统构建等，将AI能力深度融入业务场景。2、智能化系统架构： 设计并实现支撑AI应用的分布式架构，包括向量数据库集成、知识库管理、多模态数据处理等核心能力建设。3、AI工程化实践： 构建AI应用的工程化体系，包括Prompt版本管理、模型效果评测、A/B测试框架、监控告警等全链路解决方案。4、技术创新与协作： 紧跟大模型技术发展趋势，探索新技术在业务中的应用；与算法、产品团队深度协作，推动AI产品快速迭代。任职要求:1、学历与经验： 本科及以上学历（计算机、软件工程、人工智能等相关专业），3年以上后端开发经验，至少1年AI应用开发经验。AI技术能力：2、熟悉主流大模型的API调用与集成掌握LangChain、LlamaIndex等AI应用框架，有RAG系统开发经验了解向量数据库（Milvus、Weaviate等）的使用与优化熟悉Prompt Engineering，能够针对业务场景优化模型输出3、工程技术栈：精通Python，熟悉FastAPI、Django等Web框架掌握Java后端开发，熟悉Spring全家桶熟练使用中间件（Kafka/RabbitMQ、Redis）与数据库（MySQL/PostgreSQL）具备容器化（Docker/K8s）与微服务架构经验熟悉模型推理框架（vLLM、SGLang等）者优先4、综合素质：对AI技术充满热情，具备快速学习新技术的能力优秀的问题分析与解决能力，能独立完成技术方案设计良好的团队协作精神，能够跨团队推动项目落地
