岗位名称,公司名称,薪资范围,工作城市,经验要求,学历要求,公司性质,公司规模,公司行业,公司标签,职位描述
ai全栈工程师,沈阳柏沐科技有限公司,1.5-2万,上海·闵行·颛桥,3-5年,本科,民营,20-99人,建筑/土木/市政设计,,"职位描述 岗位职责：1、负责公司AI产品的技术的对接、应用开发与优化。2、参与用户场景研究，分析业务需求，设计定制化AI解决方案。3、负责AI模型相关研发工作，聚焦大模型预训练和领域精调，包括模型架构、LLM大模型预训练方法、高效微调、模型评估及迭代等，研发基于各类大模型的行业内应用。4、负责针对细分业务场景的数据处理、Prompt工程等研发工作,适应场景需求,达到业务目标。5、创建可快速适配和落地的行业大模型生产体系，探索并支持在行业中的应用场景，包括但不限于图文生成、代码生成、智能对话等。6、持续跟踪最新的AI技术趋势，确保应用优化及产品合作的连续性，结合业务需要，推进AIGC项目在各个场景落地以及效果的持续优化。7、 跟踪AIGC最新技术进展，参与公司产品迭代及企业增效工具的讨论，支持公司AI落地相关应用需求。8、 需求挖掘与方案设计：深入业务部门，分析与挖掘可被AI优化或替代的业务场景与工作流程，设计具体的AI应用解决方案。9、工具应用与实施：熟练掌握并应用各类主流AI工具（如ChatGPT、Copilot、Midjourney等），搭建智能体或工作流程，解决实际业务问题。10、效果评估与优化：跟踪评估AI应用后的效果，收集反馈，持续迭代和优化应用方案，并形成可复用的案例库。11、趋势洞察：持续关注AI领域的最新应用趋势与工具，探索其在公司业务中的应用可能性。任职要求：1、 人工智能、计算机科学与技术、信息管理等相关专业，统招本科以上学历。2、 2. 掌握vibe coding技术，能够熟练运用常见工具和框架。3、熟悉TypeScript（优先）、Vue3 / React、Node、Python语言并精通其一，了解 Nuxt、Nest、FastAPI 等常用开发框架，熟悉 Docker 容器化及服务器部署流程。4、 掌握 AI Agent 相关开发技能，熟练运用 RAG、LangChain 等技术栈，具备 AIGC 应用落地经验；了解文生图、图生图、图生视频等多模态生成能力，熟悉主流大模型及 ComfyUI、Dify、Coze 等平台的 API 调用与集成。5、 具备优秀的创新思维和工程落地能力，能适应快速迭代的研发节奏，有技术攻坚经验和项目应用落地经验者优先。"
医疗AI专家/顾问,荣科科技股份有限公司,3-4万·14薪,上海·青浦·徐泾,5-10年,本科,上市公司,500-999人,软件/IT服务,已上市,职位描述 岗位职责：1、推动公司在人工智能领域的研究、开发、应用，制定公司在人工智能方向发展规划，探索人工智能技术与公司现有产品、业务结合模式及场景应用；2、参与搭建公司人工智能技术赋能平台，为公司各业务线提供统一的AI能力支撑，促进技术创新和产品升级，提升产品的智能化水平和用户体验；3、参与人工智能底层技术开发、前沿模型的搭建与优化，包括但不限于深度学习、自然语言处理、计算机视觉等在医疗场景的应用；4、协助开展医疗多模态数据的融合、分析与应用技术开发，挖掘数据价值和医疗领域智能体（Agent）的技术路线规划、开发与落地，探索AI在诊疗辅助、流程自动化等方向的深化应用；5、持续跟踪AI技术发展趋势，推动赋能平台的迭代升级，确保其技术先进性与业务适用性；6、指导医疗AI知识库构建与动态更新技术研发，与产品、业务团队紧密合作，将AI能力转化为可落地的解决方案，推动公司医疗AI产品的商业化落地，参与制定技术转化路径、开拓业务模式创新； 任职要求： 1、本科及以上学历，人工智能、计算机科学/电子信息等相关专业； 2、5年以上人工智能相关领域研发经验，具有成功的医疗AI项目商业化落地经验者优先； 3、具有医疗AI技术研发、指导、数据处理和医疗AI产品全生命周期管理能力； 4、精通Python等编程语言，具备多模态学习、大模型应用、智能体（Agent）开发等领域的实际项目经验； 5、具备出色的逻辑思维能力、创新精神和解决复杂技术问题的能力，良好的团队协作和沟通能力； 6、熟悉医疗健康标准、行业知识及相关政策。
AI工程师,颐海(北京)商贸有限责任公司,2-3万,上海·普陀·石泉路,1-3年,本科,上市公司,1000-9999人,食品/饮品/烟酒制造,已上市,职位描述 一、工作职责：1、AI应用工程化：负责Prompt工程、RAG知识库及Agent工作流的设计与落地；打通大模型与内部业务系统（ERP/OA等），推动AI功能在生产环境稳定运行。2、智能体开发：基于低代码平台或Python框架搭建Agent应用，实现任务规划、工具调用、知识检索等能力；复杂场景下开发自定义组件，对接业务API与数据库。3、模型调优与适配：针对业务场景（客服、知识问答、办公辅助）优化大模型效果；完成模型选型、微调、量化及成本控制，建立效果评估与监控体系。业务技术桥梁：深入业务部门挖掘AI落地场景，输出可执行的技术方案；协同非技术人员完成需求转化、测试上线及持续迭代 二、任职条件： （一）基础条件 - 学历：本科及以上，计算机、人工智能等相关专业，优秀应届生（有相关实习/项目经验）可放宽。 - 工作经验：1-3年，可独立负责模块研发落地； - 职业素养：对AI有探索欲，逻辑清晰、责任心强，具备抗压能力与跨部门沟通协作能力。 （二）核心技术能力 - Prompt工程：精通Prompt设计与优化技巧（Few-shot/CoT/ToT），能针对不同模型（GPT/Claude/国产大模型）设计适配方案，沉淀Prompt版本管理规范。 - RAG系统：熟练掌握RAG核心原理与优化策略，熟悉至少一种向量数据库（Milvus/Pinecone/ES）及检索算法（BM25/向量重排），具备解决幻觉、提升召回率实战能力。 - Agent平台与开发： 熟练使用主流Agent编排系统如Dify等低代码平台完成复杂工作流编排、多Agent协作设计及企业知识库构建；或具备LangChain/LangGraph开发经验，能开发自定义Agent组件、工具函数并集成至现有平台；理解ReAct、Plan-and-Solve等Agent架构，具备业务抽象与流程设计能力。 - 工程开发：熟练使用Python，掌握FastAPI/Flask等Web框架；具备业务系统API对接（RESTful/gRPC）、数据库设计（MySQL/PostgreSQL）能力；了解大模型微调（LoRA/QLoRA）与量化技术。- 模型与生态：熟悉主流大模型（字节豆包/阿里通义/OpenAI）特性与API限制；了解NLP基础、机器学习原理及LLM应用场景边界。 工作地点：上海普陀区/安徽省马鞍山市
大模型应用开发工程师,普望(上海)信息科技有限公司,2-2.5万,上海·浦东·张江,1-3年,本科,民营,20-99人,软件/IT服务,,职位描述 工作内容1. 深入理解业务需求，设计并实现基于大模型的创新应用解决方案，如智能对话、内容生成、知识问答、智能客服、代码助手等。2. 开发和优化与大模型交互的 Prompt工程、RAG（检索增强生成）系统、智能体（Agent）工作流。3. 集成和调优各类大模型API（如OpenAI， 文心一言， 讯飞星火等）及开源模型（如Llama系列， Qwen， ChatGLM等）。4. 构建和维护与大模型应用相关的后端服务、数据管道和评估体系，确保应用的性能、效果和稳定性。5. 跟踪和研究大模型领域的前沿技术（如Agent框架、模型微调、多模态等），并快速进行技术验证和落地。与技术、产品、业务团队协作，共同定义AI产品的功能和体验。 任职要求 1.计算机、人工智能、数学等相关专业本科及以上学历，1年以上相关经验。 2. 扎实的 Python 编程基础，熟悉常用的Web框架（如FastAPI）和异步编程。 3. 核心技能： 有实际的 Prompt工程、RAG或LLM应用开发 经验，理解其核心概念和常见范式。 4. 熟悉至少一种主流的大模型API或开源模型，了解其特点和使用方式。 5. 具备良好的数据处理能力，熟悉 SQL 和至少一种向量数据库（如Milvus， Pinecone， Weaviate， PGVector等）。 6. 了解常见的 AI应用开发框架和工具（如LangChain， LlamaIndex， Semantic Kernel， Dify等）者优先。 7. 有大模型微调（Fine-tuning） 或 深度学习（PyTorch/TensorFlow）基础者优先。 对AIGC技术有强烈的热情和好奇心，具备出色的快速学习能力和动手实验精神。 优秀的逻辑思维和问题拆解能力，能够将模糊的业务需求转化为清晰的技术方案。 良好的沟通能力和跨团队协作精神，具备一定的产品思维。 有实际LLM应用项目（包括个人项目）或AI比赛经验者优先。
大模型算法工程师,智联猎头,2-4万,上海·徐汇·虹梅路,3-5年,本科,其它,10000人以上,产业互联网平台,,"职位描述 岗位要求 "" 1、负责大模型（文本/多模态）的微调、强化学习等核心算法研发，优化模型在垂类领域的表现能力； 2、聚焦 RAG、Embedding 优化、文档分块策略等技术落地，解决多模态数据（文本/PDF/音频等）的语义理解与检索难题； 3、基于各类型文件设计混合检索架构，集成先进算法； 4、开发A2A及agent skill、长短记忆网络的相关模块； 5、实现多模态检索增强（文本/图像/表格联合索引），跨模态Recall； 6、研发基于agentic search的算法架构；"" 任职资格 "" 1. 本科及以上学历，计算机、人工智能、数学等相关专业，3年以上大模型算法研发经验； 2. 精通 Python 编程，熟练使用 PyTorch/TensorFlow 等深度学习框架，具备大规模模型训练与调优经验； 3. 深入理解 Transformer 架构原理，熟悉大模型预训练（Pre-training）、指令微调（SFT）、RLHF 等核心技术； 4. 熟悉RAG全链路技术，具备 RAG 系统搭建、Embedding 模型优化、文档分块策略设计等相关项目经验，熟悉向量数据库（如 Pinecone、Milvus）的应用； 5. 有文本生成、多模态融合（文本+图像/PDF/音频）、语义检索等方向落地案例者优先。加分项： 1.参与过开源大模型（如 LLAMA、Qwen、ChatGLM）二次开发或贡献者； 2.熟悉MCP协议或AutoGPT类自主Agent架构； 3.发表过顶会论文（ACL/ICML等）； 4.半导体背景优先。"""
自动化工作流开发工程师,上海则龙信息科技有限公司,9000-16000元,上海·徐汇·虹梅路,3-5年,本科,民营,20人以下,新能源/燃油整车研发制造,,职位描述 岗位职责深入业务部门（运营、销售、选品等），梳理高频、重复、可自动化的工作场景，设计并实现自动化解决方案。基于 Python 和 n8n（或其他工作流引擎）开发内部使用的AI Agent和工作流，将大模型能力、RPA、数据处理等集成到日常业务中。负责自动化流程的日常维护、性能优化和异常监控，确保流程稳定可靠。根据业务反馈持续迭代工作流，提升自动化覆盖率和执行效率。编写技术文档和操作手册，并对业务人员进行必要的使用培训。任职要求硬性要求3年以上Python开发经验，熟悉FastAPI、Django或Flask之一，了解异步编程、装饰器等特性。熟练掌握 n8n 或类似工作流引擎（如Node-RED、Apache Airflow、Zapier），有实际搭建复杂工作流的经验，理解Webhook、WebSocket、消息队列等机制。熟悉AI/NLP API的调用，包括但不限于OpenAI、Claude或国内主流大模型，掌握Prompt Engineering、Function Calling，了解RAG、Embedding等基础概念。具备基础的全栈能力：能独立编写简单的管理界面（Vue/React + Element/Antd优先），或愿意配合前端完成开发。熟悉关系型数据库（PostgreSQL/MySQL），了解事务、索引优化。软素质良好的沟通能力，能与非技术同事一起梳理需求、设计流程。自驱、细心，对自动化有热情，追求“让机器处理重复劳动”。加分项了解LangChain、AutoGen、CrewAI等Agent编排框架。熟悉Docker、云原生部署（阿里云/腾讯云/AWS）。有RPA工具（UiPath、影刀等）使用经验。有GitHub开源项目或技术博客。我们提供弹性工作，结果导向。使用前沿AI工具和技术栈的实践机会。直接向CEO汇报，参与核心内部效率战略。
AI实习生(J18933),上海复宏汉霖生物技术股份有限公司,260-500元/天,上海·徐汇·虹梅路,经验不限,本科,合资,1000-9999人,生物/制药,已上市,职位描述 岗位职责: 当AI加速走进生物医药产业，真正有价值的学习，不再停留在课堂、论文或Demo里， 而是在真实业务场景中，面对真实问题，和真正的一线团队一起，把想法变成结果。 这个夏天，复宏汉霖正式启动： 「AI Future Lab」2026暑期实习生计划 三大业务方向： 【全球创新中心】 •聚焦生物药早研阶段 AI 赋能，打通从序列到结构到功能的全链条 AI 覆盖。 【技术运营部】 •覆盖 CMC 工艺开发与分析全链条 【数智创新部】 •参与多业务场景下的 Agent 原型孵化与快速交付，支持智能化应用验证与落地。 •跟踪并评估前沿大模型开发框架，建立高效复现和技术验证流程。 •参与 AI 基础设施与 MLOps 体系建设，覆盖模型部署、集群调度及运维支撑。 •推进 LLM/Agent 平台工具链、RAG 优化及模型评测体系建设，完善大模型应用基础能力。 任职要求: 我们期待的你： 对AI技术和产业应用有浓厚兴趣 具备良好的学习能力、逻辑思维能力与沟通协作能力 快速学习：面对新问题，能快速理解并进入状态 主动探索：愿意多想一步、多做一步 跨界理解：能在技术与业务之间建立连接 结果导向：关注实际产出，而不止停留在想法层面 责任感与协作意识：能够在团队中高效配合、共同推进项目 专业要求：计算机、人工智能、软件工程、数据科学、数学、统计学、生物信息、计算生物学、药学、生物工程、生物学、分子生物学、细胞生物学、化学工程、自动化等相关专业优先 实习时间： 3个月及以上
AI算法工程师,歌尔股份,3-5万,上海·浦东·唐镇,3-5年,硕士,股份制企业,10000人以上,消费电子/智能硬件,最佳雇主,"职位描述 岗位职责:1. 负责垂域大语言模型的研发、评估与部署生命周期，推动算法与系统能力的标准化、模块化和可复用建设；2. 负责复杂业务问题的抽象建模，构建行业级、多任务、多场景的评估体系，覆盖模型精度、稳定性、安全合规等维度；3. 负责在研发、制造、品质、供应链、财经、人力及办公智能等核心领域构建智能体系统，重构关键业务流程，推动大语言模型的深度融合与落地应用4.制定并实施大语言模型系统性能优化策略，构建资源利用率高、弹性强的推理服务架构，提升模型部署效率与稳定性；5.紧跟大语言模型领域技术发展，持续输出行业趋势洞察，制定面向未来的技术路线与实施规划；任职资格:1. 硕士及以上学历，博士学历优先，计算机/人工智能/数学/统计学等相关专业优先；2. 深入掌握大语言模型架构（如Transformer、LLaMA、Qwen、DeepSeek、GPT等），具备百亿参数规模以上的大语言模型Pre-train、Fine-tune、RLHF（GRPO, DAPO等）等完整研发及落地实战经验；3. 精通Python，掌握至少一类深度学习框架（如PyTorch），熟悉多种分布式训练/推理加速技术（如DeepSpeed、Megatron、vLLM、FlashAttention等）；4. 具备大语言模型应用、Agent产品化经验，深刻理解自主决策的Agent建设方法论，曾主导或深度参与复杂业务场景的大语言模型部署与落地，有可量化的业务成果；5. 熟悉大模型的部署、AI工程化，熟悉大模型的训练加速、推理加速、并发提升、资源节降技术，具备良好的系统工程能力；6. 具备跨领域算法设计能力，可针对物流、客服、办公等复杂场景制定定制化AI方案，具备业务抽象与复合建模能力；7. 有扎实的数据分析能力，熟悉指标设计、AB测试、Benchmark搭建等，能驱动大语言模型与业务的融合优化；8. 有良好的前瞻视野，关注AI Agent、多模态、搜索推荐等技术趋势，及前沿方向探索与落地；"
工程技术中心副主任,智沪铁路设备有限公司,2.5-3万,上海·嘉定·南翔,5-10年,硕士,合资,100-299人,电气机械/电力设备,,职位描述 1. 信息化软件运维与开发管理：负责公司信息化系统（MES、WMS、ERP、生产监控系统等）的日常运维、功能迭代与二次开发，确保系统稳定运行，持续优化业务流程，提升信息化对生产管理的支撑能力。2. 网络运维与 IT 管理：负责公司网络基础设施（局域网、数据中心、云平台）的规划、建设与运维管理，制定并执行 IT 安全策略，保障网络稳定与数据安全，提升公司整体信息化基础设施水平。3. 软件产品研发管理：统筹软件产品从需求分析、技术选型、架构设计到开发交付的全生命周期管理，推动内部研发能力建设，建立开发规范与代码质量标准，提升软件产品的交付效率与质量。4. 小型智能装备研发推进：主导小型智能装备的软件系统研发工作，运用嵌入式控制系统、智能算法、人机交互等技能推动3D测量装备、测量尺无线集成、OCR识别等项目研发进度，加快智能装备在巡检、仓储、工业现场等业务场景中的创新应用，助力公司智能化装备的自主可控与迭代升级。5. 技术团队管理与协作：管理信息化与智能化研发团队，组织技术交流与培训，提升团队在软件工程、智能算法、工业物联网等领域的技术能力。协调跨部门合作，推动技术研发与业务需求深度融合。6. 前沿技术追踪与战略建议：密切关注人工智能、机器学习、工业物联网、数字孪生等领域的前沿动态，结合公司业务场景，为管理层提供前瞻性的技术选型与战略建议，助力公司保持数字化竞争优势。【任职要求】1. 专业知识：拥有计算机科学、软件工程、自动化、电子信息等相关专业硕士及以上学历。精通软件工程方法论与架构设计，熟悉软件开发原理，掌握机器学习、深度学习、计算机视觉等智能算法，了解工业物联网技术与应用。2. 工作经验：具备 5 年及以上软件开发、智能装备研发或信息化系统建设工作经验，3 年以上技术团队管理经验。有成功的小型智能装备软件系统开发案例，或主导过企业信息化系统从规划到落地的完整项目。3. 技能要求：熟练掌握至少一种主流编程语言（如 Python、C++、Java、Go 等）及对应的开发框架；熟悉数据库设计与开发（关系型与非关系型）；了解网络协议与信息安全基础。具备良好的软件工程实践能力（版本控制、CI/CD、测试驱动开发等），具备 AI 智能体（Agent）相关知识储备并应用于工作提效中。4. 能力素质：具备出色的技术判断力、团队领导力与跨部门沟通协调能力，能够有效推动技术项目落地。拥有敏锐的 AI 技术洞察力与创新思维，具备主动学习、快速掌握新技术的能力，能够将 AI Agent、大模型等前沿技术快速转化为业务应用与业务价值。具备良好的系统思维与问题解决能力，能够应对复杂的技术架构和项目挑战。
PYTHON工程师,上海树家医学科技有限公司,1.5-2.5万,上海·闵行·新虹,1-3年,本科,民营,100-299人,互联网医疗,,"职位描述 岗位职责1、AI应用研发： 参与公司人工智能方向的核心业务开发，结合大型语言模型（LLM），开发具有创新性的AI应用产品（如智能客服、知识库问答、自动化Agent等）。2、后端服务构建： 负责基于Python的后端业务逻辑开发与维护，编写高质量、可维护的代码，并提供标准的RESTful API。3、数据流与存储设计： 根据业务需求设计合理的数据库表结构，负责关系型与非关系型数据库的日常读写、联表查询、性能优化与数据同步。4、技术预研与集成： 持续追踪前沿的AI框架与工具，评估并引入到实际项目中，解决AI模型工程化落地的技术难题。5、文档与协作： 参与系统架构设计，撰写详尽的技术设计文档与接口文档；与前端工程师、产品经理紧密配合，保障项目按时高质量交付。 任职要求1、统招本科及以上学历，计算机科学、人工智能、软件工程或相关专业优先；具备【1-3年】及以上后端/AI开发经验。Python基础扎实：具备扎实的Python编程功底，熟悉多线程/多进程、异步编程（asyncio）机制。2、熟练使用Python常见的内置库及第三方库（如 Requests, Pandas, NumPy, Pydantic 等）。3、熟悉至少一种主流Python Web框架（强烈推荐 FastAPI，或 Flask、Django），数据库经验全面：关系型： 熟练使用 MySQL 或 PostgreSQL，掌握复杂SQL调优与索引原理。非关系型： 熟练使用 Redis（缓存管理与消息队列）或 MongoDB，了解其适用场景。4、AI/大模型开发经验（核心要求）：具备明确的人工智能开发方向实战经验，熟悉大模型（LLM）的微调或应用生态。熟练掌握 LangChain、LlamaIndex 等主流AI编排框架，了解其底层的Prompt工程、Memory机制、Chain和Agent的设计理念。熟悉如何对接及使用 OpenAI API / 百度文心 / 阿里通义等国内外主流大模型API。工程化与基础能力： 熟练使用 Git 进行版本控制；熟悉 Linux 操作系统常用命令；了解 Docker 容器化部署机制。5、综合素质： 具备较强的逻辑思维能力、优秀的学习能力和团队协作精神；对AI技术有强烈的好奇心和自驱力。加分项（优先录用）有 RAG（检索增强生成） 完整项目落地经验者优先。6、了解并实际使用过向量数据库（Vector Database，如 Milvus, Pinecone, Chroma, Qdrant 或 PGVector）者优先；熟悉 Hugging Face 生态，有开源模型（如 Llama 2/3, ChatGLM, Qwen等）本地私有化部署经验者优先；在 GitHub 有活跃贡献，或个人技术博客有深度AI技术文章者优先。"
EC KA Manager（Ali Flagship Store）,达能亚太(上海)管理有限公司,2.2-3.2万,上海·浦东·花木,经验不限,,外商独资,10000人以上,咨询服务,,"职位描述 Achieve yearly sales target and gain share in FGS Propose the sales plan for the assigned Upre+ range to implement the strategic goals set for the business growth Analyzes & insight from current Performance and defines future Business Opportunities Develops B2C consumer journey & improve excellent B2C consumer experience Defines Action Plan with clear models Sales Forecast, Budget and Objectives Propose a Sales Budget (volumes, trade spending, etc.) for the Store assigned Allocate sales volumes and trade spending budgets Monitors Sales Targets achievement on monthly bases and proposes revision where necessary (volumes, profits) Monitors Profit and Loss in the customer Accounts assigned Forecast promotional sku quantities Manage Store stock days End to end business ability Defines B2C consumer off & on site TA profile to clear Store TA segmentation Develops with the support of shopper Marketing, to achieve clear B2C consumer insight Defines clearly store engagement & operation plan to maximize consumer shopping experience Develops with Private Domain operation to maximize consumer LTV Data analysis Combine multi-data to analyze FGS performances and market trends Prepare internal reports for data sharing (scan data, project evaluations, promotions ROI.) Good Communication in internal and external cooperation Be good at listening and asking to find key message from cooperator Good communication skill to increase customer emotional relationship Manage TP team in supporting business Set goals and define TP's responsibility, good communication to make sure their good serving in operation Functional： B2C end to end business management skill Strong business analysis skill & insight of B2C business Strong execution skill Good communication skill and teamwork Excellent Excel and PPT skill Leadership： Always be ready to go breakthrough Make all around to achieve target Connect internal & external Act with speed, agility & pragmatism Education and Experience Bachelor's degree 5 years working experience on B2C sales operation role or customer management role, FMCG industry is preferred. Ideally working experience on B2C business operation, Ali eco system operation is preferred. Strong data analytical mentality Specific Knowledge General skills Customer management skill Strong business analysis skill Strong execution skill Good communication skill and team work Basic Excel and PPT skill"
AI营销专家,易康信息科技(上海)有限公司,1.5-2.5万,上海·黄浦·淮海中路,3-5年,本科,民营,100-299人,互联网电商,,职位描述 AI营销专家 岗位职责：1. AI营销工具应用与优化① 负责将AI大模型、智能外呼、智能客服等技术应用于获客、转化、续保等核心场景；② 基于业务反馈持续优化AI话术库、客户画像模型与推荐算法，提升营销转化率；③ 搭建并维护AI销售助手，提供实时智能支持； 2. 数据驱动的营销策略① 利用AI工具分析客户行为数据，构建精准营销模型，实现个性化产品推荐；② 设计并验证AI营销方案的有效性，持续迭代优化；③ 建立客户分层运营体系，通过AI实现差异化触达与培育； 3. 业务协同与赋能① 与产品、技术团队紧密协作，将一线业务需求转化为AI功能需求；② 为销售团队提供AI工具培训，推动人机协同的作业模式落地；③ 监控AI营销系统的运行效果，输出数据分析报告与优化建议； 4. 创新探索① 跟踪AI在营销领域的最新应用趋势（如数字人、多模态交互、Agent等）；② 探索AI在私域运营、内容营销、短视频获客等新兴场景的应用； 任职要求：1. 硬性条件① 本科及以上学历，金融、保险、计算机、数据科学等相关专业优先；② 3年以上业务经验，熟悉产品销售全流程；③ 具备AI工具的实际使用经验（如ChatGPT、Midjourney、智能外呼系统等）；④ 具备基础的数据分析能力，熟练使用Excel/SQL/Python等工具进行数据处理和可视化； 2. 软性素质① 对AI技术有强烈好奇心，具备快速学习和应用新工具的能力；② 优秀的业务理解力与沟通协调能力，能高效对接业务与技术团队；③ 深层洞察客户的核心痛点与需求，进行精准定位；④ 结果导向，具备较强的项目推动能力和抗压能力； 3. 加分项① 有保险科技公司或互联网保险平台工作经验；② 熟悉个险或其它保险业务模式；③ 参与过AI营销项目从0到1的落地实施；④ 具备保险代理人团队管理经验；⑤ 熟悉保险监管政策及合规要求；
IT专员/网络工程师,广州千野企业管理咨询有限公司,1.5-2万·14薪,上海·浦东·陆家嘴,1-3年,本科,合资,100-299人,人力资源,,职位描述 工作内容：1. 企业内部系统的开发及运营维护- ERP/CRM系统管理- OA系统开发维护- AI Agent（包括RAG应用、MCP应用等）开发-小程序开发维护等※ 通过参与多个领域的应用开发与管理工作，可有效提升系统开发相关技能。 2. 系统化项目的策划与推进- 准确把握用户需求，明确存在的问题与挑战- 提出解决方案，并负责项目的执行与管理※ 通过完整参与计划（P）、执行（D）、检查（C）、改进（A）的PDCA循环，可提升任务管理与项目管理能力。 3. 参与全球性项目- 与日本总部及海外分支机构紧密协作，共同推进跨国合作项目※ 通过参与国际化项目，有助于拓宽国际视野，并充分发挥语言能力优势。 岗位要求：1. 本科及以上学历2. 2年及以上系统开发或维护经验，或有阿里云系统维护经验3. 有公司内部OA/CRM系统维护或数据库管理经验4. 能够熟练运用Office办公软件，有PBI，RPA等使用经验更佳5. 根据业务需求可接受加班（约20-30小时/月） 薪资福利：1. 月薪：15k~20k，薪资可商谈（另算加班费，预计每月20-30小时）2. 晋升：每半年调薪&升职机会3. 奖金：1年2次半年奖金，一定级别后可享受每月业绩奖金4. 保险：五险一金，补充商业保险5. 假期：周末双休、法定节假日、带薪假6. 福利补贴：1年2次，国庆、春节前发放，总计8000-15000元不等7. 其他福利：年度免费体检，结婚礼金、生育礼金等
SAP FI/CO顾问,海昌隐形眼镜有限公司上海分公司,1.2-1.9万,上海·松江·九亭,3-5年,本科,外商独资,100-299人,医疗设备/器械/耗材,,职位描述 工作职责：1) 负责公司ERP财务相关系统（SAP HANA FICO）项目实施和系统运维2) 处理财务定期作业（月结、年结等）的相关事务，确保财务数据准确无误3) 财务业务流程分析，提供系统解决方案和建议，各类问题的分析与解决4) 主动识别并提出业务流程或系统改善建议5) 为新实施项目和现有项目提供咨询服务6) 根据需要提供用户培训和支持职位要求： 学历：本科或以上学历，会计或信息技术专业 语言：英语听说读写流利 1）熟悉SAP S4 Hana财务和成本模块（成本结算/物料分类账/COPA等） 2）熟悉其他SAP模块、尤其PP、MM、SD集成 3）了解SAP ECC FI/CO模块优先 4）熟悉业务流程标准化和流程设计 5）工作经验：3年以上项目FICO 相关咨询和实施交付经验
财务岗（AR+FP&A）,天津佩能能源科技发展有限公司,1.5-1.8万·13薪,上海·长宁·周家桥,5-10年,本科,民营,10000人以上,石油/石化,,职位描述 【岗位职责】1、负责 SAP 应收账务处理，确保 COPA、FI、GL 科目、返利计提准确合规2、按时完成回款日报 / 周报、客户账龄、销售报表、线上回款跟踪等基础报表3、日常单据审核，确保资料完整准确，按政策完成费用计提与支付4、负责客户信用管理、授信评估、保险对接、重点逾期客户监控与回款跟进5、核对 BW 销售数据、出口数据，提供 TP 相关报告，支持政府及各类对外报表6、开展产品毛利、盈利等多维度财务分析，为销售定价与业务优化提供建议7、协助完成月度经营回顾（MBR）、预算编制等 FP&A 工作8、负责增值税相关税务处理，配合月末结账，完成其他临时财务工作【任职要求】1、本科及以上，财务、会计相关专业2、6-8 年财务相关经验，制造业背景优先3、精通 AR 应收账款，熟悉 FI/CO 等至少 1-2 个财务模块4、熟练使用 SAP，有销售财务 / 信用管理 / 财务分析经验优先5、英语听说读写良好，能适应外企工作环境6、主动务实、责任心强，沟通协调能力佳，具备团队合作精神
C/C++,商辚科技(上海)有限公司,1-1.5万·13薪,上海·松江·泗泾,1-3年,本科,20人以下,软件/IT服务,,,职位描述 嵌入式软件工程师（工业机器人控制系统）岗位职责:1.负责自适应工业机器人控制系统及设备的设计、开发和维护，包含AI视觉及AI agent应用开发。（工业具身智能体）2.参与不同硬件设备的上层适配3.针对具体应用场景，实现和优化上层策略4. 设备工艺手法设计和设备现场调试岗位要求:1.本科及以上学历，计算机、软件工程、电子信息、自动化等相关专业2.具备1-3年的 C/C++ 项目开发经验，熟悉 C++11 标准;3.熟练掌握C/C++、pvthon编程语言，良好的编码习惯，代码结构清晰、命名规范，熟悉 Git，Docker，CMake等工具;4.具备良好的服务意识、责任心、较强的学习能力、优秀的团队沟通与协作能力，能够积极主动推进解决问题5.具有以下方向开发经验者优先:a.计算机视觉方向、图像处理应用开发经验b.Windows/Linux/MacOS 跨平台开发经验c.有嵌入式 Linux 设备上系统和应用开发经验d.运动控制、工业控制系统开发经验e.ROS系统开发经验f. 对AI agent和具身智能在传统制造业落地有浓厚兴趣
